Tanggal,Produk,Ulasan,label,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,barang bagus tapi garansi tidak ada cap tokonya,1,barang bagus tapi garansi tidak ada cap tokonya,"['barang', 'bagus', 'tapi', 'garansi', 'tidak', 'ada', 'cap', 'tokonya']","['barang', 'bagus', 'tapi', 'garansi', 'tidak', 'ada', 'cap', 'tokonya']","['barang', 'bagus', 'garansi', 'tidak', 'tokonya']","['barang', 'bagus', 'garansi', 'tidak', 'toko']",barang bagus garansi tidak toko
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"produk orisinil,  bergaransi. . . bagus dan puas",1,produk orisinil bergaransi bagus dan puas,"['produk', 'orisinil', 'bergaransi', 'bagus', 'dan', 'puas']","['produk', 'orisinil', 'bergaransi', 'bagus', 'dan', 'puas']","['produk', 'orisinil', 'bergaransi', 'bagus', 'puas']","['produk', 'orisinil', 'garansi', 'bagus', 'puas']",produk orisinil garansi bagus puas
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,semua berfungsi dengan bai dan sesuai semua,1,semua berfungsi dengan bai dan sesuai semua,"['semua', 'berfungsi', 'dengan', 'bai', 'dan', 'sesuai', 'semua']","['semua', 'berfungsi', 'dengan', 'bai', 'dan', 'sesuai', 'semua']","['berfungsi', 'bai', 'sesuai']","['fungsi', 'bai', 'sesuai']",fungsi bai sesuai
1 bulan lalu,Sanken HWE-67C Dispenser IC-Cool,"recommended seller pokoknya,  sesuai pesanan dan deskripsi,  packing aman full bubelwrap,  barang berfungsi baik hoot norma cool,  original produk sanken,  terima kasih tokope. . .  ",1,recommended seller pokoknya sesuai pesanan dan deskripsi packing aman full bubelwrap barang berfungsi baik hoot norma cool original produk sanken terima kasih tokope,"['recommended', 'seller', 'pokoknya', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'packing', 'aman', 'full', 'bubelwrap', 'barang', 'berfungsi', 'baik', 'hoot', 'norma', 'cool', 'original', 'produk', 'sanken', 'terima', 'kasih', 'tokope']","['recommended', 'seller', 'pokoknya', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'packing', 'aman', 'full', 'bubelwrap', 'barang', 'berfungsi', 'baik', 'hoot', 'norma', 'cool', 'original', 'produk', 'sanken', 'terima', 'kasih', 'tokope']","['recommended', 'pokoknya', 'sesuai', 'pesanan', 'deskripsi', 'packing', 'aman', 'bubelwrap', 'barang', 'berfungsi', 'produk', 'sanken', 'terima', 'kasih', 'tokope']","['recommended', 'pokok', 'sesuai', 'pesan', 'deskripsi', 'packing', 'aman', 'bubelwrap', 'barang', 'fungsi', 'produk', 'sanken', 'terima', 'kasih', 'tokope']",recommended pokok sesuai pesan deskripsi packing aman bubelwrap barang fungsi produk sanken terima kasih tokope
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,saler sat set 3 jam sampai di depok,1,saler sat set jam sampai di depok,"['saler', 'sat', 'set', 'jam', 'sampai', 'di', 'depok']","['saler', 'sat', 'set', 'jam', 'sampai', 'di', 'depok']","['saler', 'depok']","['saler', 'depok']",saler depok
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,berfungsi dgn baik.  kondisinya mulus. ,1,berfungsi dgn baik kondisinya mulus,"['berfungsi', 'dgn', 'baik', 'kondisinya', 'mulus']","['berfungsi', 'dengan', 'baik', 'kondisinya', 'mulus']","['berfungsi', 'kondisinya', 'mulus']","['fungsi', 'kondisi', 'mulus']",fungsi kondisi mulus
1 bulan lalu,Sanken FS-800BK Kipas Angin,berfungsi dgn baik,1,berfungsi dgn baik,"['berfungsi', 'dgn', 'baik']","['berfungsi', 'dengan', 'baik']",['berfungsi'],['fungsi'],fungsi
1 bulan lalu,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,"barang sudah diterima sesuai pesanan,  namun blm di coba",1,barang sudah diterima sesuai pesanan namun blm di coba,"['barang', 'sudah', 'diterima', 'sesuai', 'pesanan', 'namun', 'blm', 'di', 'coba']","['barang', 'sudah', 'diterima', 'sesuai', 'pesanan', 'namun', 'belum', 'di', 'coba']","['barang', 'diterima', 'sesuai', 'pesanan', 'coba']","['barang', 'terima', 'sesuai', 'pesan', 'coba']",barang terima sesuai pesan coba
1 bulan lalu,Sanken HWE-67C Dispenser IC-Cool,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,1,terima kasih sudah tepat waktu mengirimkan walaupun hanya unit,"['terima', 'kasih', 'sudah', 'tepat', 'waktu', 'mengirimkan', 'walaupun', 'hanya', 'unit']","['terima', 'kasih', 'sudah', 'tepat', 'waktu', 'mengirimkan', 'walaupun', 'hanya', 'unit']","['terima', 'kasih', 'mengirimkan']","['terima', 'kasih', 'kirim']",terima kasih kirim
1 bulan lalu,Sanken HWE-69BL Dispenser IC-Cool,saya kecewa dengan sistematika pengirimannya.  barang dikirim terpisah dengan 3 unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa. . .  ,0,saya kecewa dengan sistematika pengirimannya barang dikirim terpisah dengan unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa,"['saya', 'kecewa', 'dengan', 'sistematika', 'pengirimannya', 'barang', 'dikirim', 'terpisah', 'dengan', 'unit', 'lainnya', 'dan', 'pembeli', 'harus', 'menanggung', 'ongkir', 'sendiri', 'dengan', 'memesan', 'gosend', 'sendiri', 'supa']","['saya', 'kecewa', 'dengan', 'sistematika', 'pengirimannya', 'barang', 'dikirim', 'terpisah', 'dengan', 'unit', 'lainnya', 'dan', 'pembeli', 'harus', 'menanggung', 'ongkir', 'sendiri', 'dengan', 'memesan', 'gosend', 'sendiri', 'supa']","['kecewa', 'sistematika', 'pengirimannya', 'barang', 'dikirim', 'terpisah', 'pembeli', 'menanggung', 'ongkir', 'memesan', 'gosend']","['kecewa', 'sistematika', 'kirim', 'barang', 'kirim', 'pisah', 'beli', 'tanggung', 'ongkir', 'mes', 'gosend']",kecewa sistematika kirim barang kirim pisah beli tanggung ongkir mes gosend
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,"we had terrible experience with the chosen courier (gocar).  mr yusuf deliberately asked for toll money. 

please review his performance : ****************",0,we had terrible experience with the chosen courier gocar mr yusuf deliberately asked for toll money please review his performance,"['we', 'had', 'terrible', 'experience', 'with', 'the', 'chosen', 'courier', 'gocar', 'mr', 'yusuf', 'deliberately', 'asked', 'for', 'toll', 'money', 'please', 'review', 'his', 'performance']","['we', 'had', 'terrible', 'experience', 'with', 'the', 'chosen', 'courier', 'gocar', 'mr', 'yusuf', 'deliberately', 'asked', 'for', 'toll', 'money', 'please', 'review', 'his', 'performance']","['gocar', 'mr', 'yusuf', 'asked']","['gocar', 'mr', 'yusuf', 'asked']",gocar mr yusuf asked
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,barang rusak penyok,0,barang rusak penyok,"['barang', 'rusak', 'penyok']","['barang', 'rusak', 'penyok']","['barang', 'rusak', 'penyok']","['barang', 'rusak', 'penyok']",barang rusak penyok
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,"fast respon,  barang sesuai iklan. 
pintu dispenser bagian bawah tidak bs dibuka karena nyangkut,  namun bs diakali. 
overall ok semua. ",1,fast respon barang sesuai iklan pintu dispenser bagian bawah tidak bs dibuka karena nyangkut namun bs diakali overall ok semua,"['fast', 'respon', 'barang', 'sesuai', 'iklan', 'pintu', 'dispenser', 'bagian', 'bawah', 'tidak', 'bs', 'dibuka', 'karena', 'nyangkut', 'namun', 'bs', 'diakali', 'overall', 'ok', 'semua']","['fast', 'respon', 'barang', 'sesuai', 'iklan', 'pintu', 'dispenser', 'bagian', 'bawah', 'tidak', 'bisa', 'dibuka', 'karena', 'nyangkut', 'namun', 'bisa', 'diakali', 'overall', 'ok', 'semua']","['respon', 'barang', 'sesuai', 'iklan', 'pintu', 'tidak', 'dibuka', 'nyangkut', 'diakali', 'ok']","['respon', 'barang', 'sesuai', 'iklan', 'pintu', 'tidak', 'buka', 'nyangkut', 'akal', 'ok']",respon barang sesuai iklan pintu tidak buka nyangkut akal ok
1 bulan lalu,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,"barang sudah sampai dengan aman. . .  sudah dicoba dan berfungsi dengan baik,  semoga awet",1,barang sudah sampai dengan aman sudah dicoba dan berfungsi dengan baik semoga awet,"['barang', 'sudah', 'sampai', 'dengan', 'aman', 'sudah', 'dicoba', 'dan', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet']","['barang', 'sudah', 'sampai', 'dengan', 'aman', 'sudah', 'dicoba', 'dan', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet']","['barang', 'aman', 'dicoba', 'berfungsi', 'semoga', 'awet']","['barang', 'aman', 'coba', 'fungsi', 'moga', 'awet']",barang aman coba fungsi moga awet
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"ini mantap dari sanken official langsung,  selang sehari pesan barang langsung sampe rumah,  semua berfungsi normal,  baik,  dan tanpa kurang suatu apapun.  thanks! 👍",1,ini mantap dari sanken official langsung selang sehari pesan barang langsung sampe rumah semua berfungsi normal baik dan tanpa kurang suatu apapun thanks,"['ini', 'mantap', 'dari', 'sanken', 'official', 'langsung', 'selang', 'sehari', 'pesan', 'barang', 'langsung', 'sampe', 'rumah', 'semua', 'berfungsi', 'normal', 'baik', 'dan', 'tanpa', 'kurang', 'suatu', 'apapun', 'thanks']","['ini', 'mantap', 'dari', 'sanken', 'official', 'langsung', 'selang', 'sehari', 'pesan', 'barang', 'langsung', 'sampai', 'rumah', 'semua', 'berfungsi', 'normal', 'baik', 'dan', 'tanpa', 'kurang', 'suatu', 'apapun', 'thanks']","['mantap', 'sanken', 'langsung', 'selang', 'sehari', 'pesan', 'barang', 'langsung', 'rumah', 'berfungsi', 'apapun']","['mantap', 'sanken', 'langsung', 'selang', 'hari', 'pesan', 'barang', 'langsung', 'rumah', 'fungsi', 'apa']",mantap sanken langsung selang hari pesan barang langsung rumah fungsi apa
2 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,"barangnya original dan garansi. 
pengirimnya baik mau install dan antar ke tempatnya.  maturnuwun ya",1,barangnya original dan garansi pengirimnya baik mau install dan antar ke tempatnya maturnuwun ya,"['barangnya', 'original', 'dan', 'garansi', 'pengirimnya', 'baik', 'mau', 'install', 'dan', 'antar', 'ke', 'tempatnya', 'maturnuwun', 'ya']","['barangnya', 'original', 'dan', 'garansi', 'pengirimnya', 'baik', 'mau', 'install', 'dan', 'antar', 'ke', 'tempatnya', 'maturnuwun', 'ya']","['barangnya', 'garansi', 'pengirimnya', 'tempatnya', 'maturnuwun']","['barang', 'garansi', 'kirim', 'tempat', 'maturnuwun']",barang garansi kirim tempat maturnuwun
2 bulan lalu,Sanken HWE-69BL Dispenser IC-Cool,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,0,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,"['air', 'rembes', 'dari', 'bawah', 'dispenser', 'dan', 'sdh', 'tanyakan', 'ke', 'penjual', 'jawabannya', 'hubungi', 'service', 'center']","['air', 'rembes', 'dari', 'bawah', 'dispenser', 'dan', 'sudah', 'tanyakan', 'ke', 'penjual', 'jawabannya', 'hubungi', 'service', 'center']","['rembes', 'penjual', 'jawabannya', 'hubungi']","['rembes', 'jual', 'jawab', 'hubung']",rembes jual jawab hubung
2 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,"bagus,  cukup besar,  smoga awet,  tks seller",1,bagus cukup besar smoga awet tks seller,"['bagus', 'cukup', 'besar', 'smoga', 'awet', 'tks', 'seller']","['bagus', 'cukup', 'besar', 'semoga', 'awet', 'tks', 'seller']","['bagus', 'semoga', 'awet', 'tks']","['bagus', 'moga', 'awet', 'tks']",bagus moga awet tks
2 bulan lalu,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,"sedotan nya kurang kuat,  tp overall oke lah",1,sedotan nya kurang kuat tp overall oke lah,"['sedotan', 'nya', 'kurang', 'kuat', 'tp', 'overall', 'oke', 'lah']","['sedotan', 'nya', 'kurang', 'kuat', 'tapi', 'overall', 'oke', 'lah']","['sedotan', 'nya', 'kuat', 'oke']","['sedot', 'nya', 'kuat', 'oke']",sedot nya kuat oke
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,manteb sih,1,manteb sih,"['manteb', 'sih']","['mantap', 'sih']","['mantap', 'sih']","['mantap', 'sih']",mantap sih
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,"kiriman sudah sampai,  terima kasih",1,kiriman sudah sampai terima kasih,"['kiriman', 'sudah', 'sampai', 'terima', 'kasih']","['kiriman', 'sudah', 'sampai', 'terima', 'kasih']","['kiriman', 'terima', 'kasih']","['kirim', 'terima', 'kasih']",kirim terima kasih
2 bulan lalu,Sanken Kulkas 2 Pintu SK-V235A-BB Refrigerator 230 L,barangnya original 👍 hemat listrik ⚡ penjualnya ramah banget packaging aman 🙏 respon penjualnya top,1,barangnya original hemat listrik penjualnya ramah banget packaging aman respon penjualnya top,"['barangnya', 'original', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'respon', 'penjualnya', 'top']","['barangnya', 'original', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'respon', 'penjualnya', 'top']","['barangnya', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'respon', 'penjualnya']","['barang', 'hemat', 'listrik', 'jual', 'ramah', 'banget', 'packaging', 'aman', 'respon', 'jual']",barang hemat listrik jual ramah banget packaging aman respon jual
2 bulan lalu,Sanken SJ-2100 Magic Com 1.8 L Black,"rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr 5 tahun.  
sekarang beli lagi dengan model yg sama karena kualitasnya. ",1,rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr tahun sekarang beli lagi dengan model yg sama karena kualitasnya,"['rice', 'cooker', 'sanken', 'yg', 'sudah', 'pernah', 'saya', 'pakai', 'sebelumnya', 'kuat', 'sampai', 'lebih', 'dr', 'tahun', 'sekarang', 'beli', 'lagi', 'dengan', 'model', 'yg', 'sama', 'karena', 'kualitasnya']","['rice', 'cooker', 'sanken', 'yang', 'sudah', 'pernah', 'saya', 'pakai', 'sebelumnya', 'kuat', 'sampai', 'lebih', 'dari', 'tahun', 'sekarang', 'beli', 'lagi', 'dengan', 'model', 'yang', 'sama', 'karena', 'kualitasnya']","['sanken', 'pakai', 'kuat', 'beli', 'kualitasnya']","['sanken', 'pakai', 'kuat', 'beli', 'kualitas']",sanken pakai kuat beli kualitas
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,dispenser nya berfungsi dengan baik,1,dispenser nya berfungsi dengan baik,"['dispenser', 'nya', 'berfungsi', 'dengan', 'baik']","['dispenser', 'nya', 'berfungsi', 'dengan', 'baik']","['nya', 'berfungsi']","['nya', 'fungsi']",nya fungsi
2 bulan lalu,Sanken HWD-C200SS Water Dispenser Elektrik,"saya baru beli 6 hari dr hari sabtu,  pas dicoba bagus,  hari keenam mati total,  chat penjual,  lama bales padahal lg online,  tp ga dibaca atau dibalas,  saya minta jawaban, . . .  ",0,saya baru beli hari dr hari sabtu pas dicoba bagus hari keenam mati total chat penjual lama bales padahal lg online tp ga dibaca atau dibalas saya minta jawaban,"['saya', 'baru', 'beli', 'hari', 'dr', 'hari', 'sabtu', 'pas', 'dicoba', 'bagus', 'hari', 'keenam', 'mati', 'total', 'chat', 'penjual', 'lama', 'bales', 'padahal', 'lg', 'online', 'tp', 'ga', 'dibaca', 'atau', 'dibalas', 'saya', 'minta', 'jawaban']","['saya', 'baru', 'beli', 'hari', 'dari', 'hari', 'sabtu', 'pas', 'dicoba', 'bagus', 'hari', 'keenam', 'mati', 'total', 'chat', 'penjual', 'lama', 'balas', 'padahal', 'lagi', 'online', 'tapi', 'enggak', 'dibaca', 'atau', 'dibalas', 'saya', 'meminta', 'jawaban']","['beli', 'sabtu', 'pas', 'dicoba', 'bagus', 'keenam', 'mati', 'penjual', 'online', 'enggak', 'dibaca', 'dibalas']","['beli', 'sabtu', 'pas', 'coba', 'bagus', 'enam', 'mati', 'jual', 'online', 'enggak', 'baca', 'balas']",beli sabtu pas coba bagus enam mati jual online enggak baca balas
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,barang sudah saya terima. tapi belum sy inboximg,1,barang sudah saya terima tapi belum sy inboximg,"['barang', 'sudah', 'saya', 'terima', 'tapi', 'belum', 'sy', 'inboximg']","['barang', 'sudah', 'saya', 'terima', 'tapi', 'belum', 'saya', 'inboximg']","['barang', 'terima', 'inboximg']","['barang', 'terima', 'inboximg']",barang terima inboximg
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,top fast respon,1,top fast respon,"['top', 'fast', 'respon']","['top', 'fast', 'respon']",['respon'],['respon'],respon
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,kurang dingin mnrtku,1,kurang dingin mnrtku,"['kurang', 'dingin', 'mnrtku']","['kurang', 'dingin', 'mnrtku']","['dingin', 'mnrtku']","['dingin', 'mnrtku']",dingin mnrtku
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,proses dan waktu pengirimannya lebih diperhatikan lagi.  kurir pengantar barang juga kurang ramah,0,proses dan waktu pengirimannya lebih diperhatikan lagi kurir pengantar barang juga kurang ramah,"['proses', 'dan', 'waktu', 'pengirimannya', 'lebih', 'diperhatikan', 'lagi', 'kurir', 'pengantar', 'barang', 'juga', 'kurang', 'ramah']","['proses', 'dan', 'waktu', 'pengirimannya', 'lebih', 'diperhatikan', 'lagi', 'kurir', 'pengantar', 'barang', 'juga', 'kurang', 'ramah']","['proses', 'pengirimannya', 'diperhatikan', 'kurir', 'pengantar', 'barang', 'ramah']","['proses', 'kirim', 'perhati', 'kurir', 'antar', 'barang', 'ramah']",proses kirim perhati kurir antar barang ramah
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,"sehari krim,  mantabz cepat",1,sehari krim mantabz cepat,"['sehari', 'krim', 'mantabz', 'cepat']","['sehari', 'krim', 'mantabz', 'cepat']","['sehari', 'krim', 'mantabz', 'cepat']","['hari', 'krim', 'mantabz', 'cepat']",hari krim mantabz cepat
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"barang sesuai dg gambar 
mudah2an awet",1,barang sesuai dg gambar mudahan awet,"['barang', 'sesuai', 'dg', 'gambar', 'mudahan', 'awet']","['barang', 'sesuai', 'dengan', 'gambar', 'mudahan', 'awet']","['barang', 'sesuai', 'gambar', 'mudahan', 'awet']","['barang', 'sesuai', 'gambar', 'mudah', 'awet']",barang sesuai gambar mudah awet
2 bulan lalu,Sanken TW-1222 Mesin Cuci 2 Tabung 11KG,proses cepat dan barang sampai tujuan dengan aman,1,proses cepat dan barang sampai tujuan dengan aman,"['proses', 'cepat', 'dan', 'barang', 'sampai', 'tujuan', 'dengan', 'aman']","['proses', 'cepat', 'dan', 'barang', 'sampai', 'tujuan', 'dengan', 'aman']","['proses', 'cepat', 'barang', 'tujuan', 'aman']","['proses', 'cepat', 'barang', 'tuju', 'aman']",proses cepat barang tuju aman
2 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,barang ori dan bagus.  respon penjual cepat.  proses mudah. ,1,barang ori dan bagus respon penjual cepat proses mudah,"['barang', 'ori', 'dan', 'bagus', 'respon', 'penjual', 'cepat', 'proses', 'mudah']","['barang', 'orisinal', 'dan', 'bagus', 'respon', 'penjual', 'cepat', 'proses', 'mudah']","['barang', 'orisinal', 'bagus', 'respon', 'penjual', 'cepat', 'proses', 'mudah']","['barang', 'orisinal', 'bagus', 'respon', 'jual', 'cepat', 'proses', 'mudah']",barang orisinal bagus respon jual cepat proses mudah
2 bulan lalu,Sanken Magic Com SJ-1999M Kapasitas 1.8L Hitam,"barang ori,  sdh jalan bulan ke 4 dan alhamdulillah ga ada kendala sama sekali. 

top!",1,barang ori sdh jalan bulan ke dan alhamdulillah ga ada kendala sama sekali top,"['barang', 'ori', 'sdh', 'jalan', 'bulan', 'ke', 'dan', 'alhamdulillah', 'ga', 'ada', 'kendala', 'sama', 'sekali', 'top']","['barang', 'orisinal', 'sudah', 'jalan', 'bulan', 'ke', 'dan', 'alhamdulillah', 'enggak', 'ada', 'kendala', 'sama', 'sekali', 'top']","['barang', 'orisinal', 'jalan', 'alhamdulillah', 'enggak', 'kendala']","['barang', 'orisinal', 'jalan', 'alhamdulillah', 'enggak', 'kendala']",barang orisinal jalan alhamdulillah enggak kendala
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk k gang kecil.  untung anakku pas pulang sekolah jadi dia yg angkat ke rumah. ,1,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk gang kecil untung anakku pas pulang sekolah jadi dia yg angkat ke rumah,"['barang', 'ori', 'bergaransi', 'resmi', 'cuma', 'sayang', 'pengirimannya', 'ga', 'sampai', 'rumah', 'kurirnya', 'ga', 'mau', 'masuk', 'gang', 'kecil', 'untung', 'anakku', 'pas', 'pulang', 'sekolah', 'jadi', 'dia', 'yg', 'angkat', 'ke', 'rumah']","['barang', 'orisinal', 'berengenggakkransi', 'resmi', 'cuma', 'sayang', 'pengirimannya', 'engenggakk', 'sampai', 'rumah', 'kurirnya', 'engenggakk', 'mau', 'masuk', 'engenggakkng', 'kecil', 'untung', 'anakku', 'pas', 'pulang', 'sekolah', 'jadi', 'dia', 'yang', 'angkat', 'ke', 'rumah']","['barang', 'orisinal', 'berengenggakkransi', 'resmi', 'sayang', 'pengirimannya', 'engenggakk', 'rumah', 'kurirnya', 'engenggakk', 'masuk', 'engenggakkng', 'untung', 'anakku', 'pas', 'pulang', 'sekolah', 'angkat', 'rumah']","['barang', 'orisinal', 'berengenggakkransi', 'resmi', 'sayang', 'kirim', 'engenggakk', 'rumah', 'kurir', 'engenggakk', 'masuk', 'engenggakkng', 'untung', 'anak', 'pas', 'pulang', 'sekolah', 'angkat', 'rumah']",barang orisinal berengenggakkransi resmi sayang kirim engenggakk rumah kurir engenggakk masuk engenggakkng untung anak pas pulang sekolah angkat rumah
