,Produk,Rating,Ulasan,Tanggal,label
575,Sanken SG-363 Kompor Gas 2 Tungku Kaca Kompor Dua Tungku,5,"sesuai pesanan,  diantarkan on time dan dijaga dengan baik oleh kurir toko hingga tujuan (tak ada penyok di kardus).  semoga kompor dan rice cooker sanken kualitasnya ok da. . .  ",1 bulan lalu,1
576,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,brg sesuai spek dan telah berfungsi dgn baik.  semoga awet. ,1 bulan lalu,1
577,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,works just fine.  hisapan kuat.  mantap,1 bulan lalu,1
578,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"original brand nya sudah di coba dan berfungsi dengan baik.  sudah di coba,  sesuai dengan deskripsi nya",1 bulan lalu,1
579,Dispenser Sanken Galon Bawah DB-20G Dispenser Bottom Loading,3,engga tau qanya gimana sebelum di kirim.  tapi saat mau di pakai langsung bocor.  hubungin sales langsung di arahkan ke service center.  kasih bintang 3 karena service cente. . .  ,1 bulan lalu,1
580,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"barang baik,  pengiriman dan respon cepat.  mantab. . . ",1 bulan lalu,1
581,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,mantab,1 bulan lalu,1
582,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,barang bagus,1 bulan lalu,1
583,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,5,"alhamdulillaah barabg sdh sampe dgn aman,  masyaalloh tabarokalloh,  bagus,  mulus, tanpa lecet,  barang original sanken,  untuk tombol panas,  normal,  dingin semua berfungsi dg. . .  ",1 bulan lalu,1
584,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"sudah dicoba aman berfungsi
pengiriman cepat",1 bulan lalu,1
585,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"barang oroginal,  berfungsi baik,  sudah di pakai cuci mantap. . .  pengiriman cepat. . .  👍👍👍",1 bulan lalu,1
586,Sanken SJ-2500BK Magic Com 1.8L Hitam,5,barang orinal jadi dapat garansi. . .  mantap,1 bulan lalu,1
587,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"respond cepat,  qualitas sesuai harga",1 bulan lalu,1
588,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,5,"despenser sesuai pesanan,  bahan berkualitas,  dinginnya joss dan panasnya pas buat bikin kopi dan seduh pop mie",1 bulan lalu,1
589,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,5,"barang bagus,  pengiriman cepat,  sesuai deskripsi.  belum di coba sih",1 bulan lalu,1
590,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,pesan pakai instant di kirim pakai mobil.  fast respon,1 bulan lalu,1
591,Sanken SK-V231A-CB Kulkas 2 Pintu,5,"barang original,  pengiriman cepat,  garansi,   tidak lecet dan kualitas bagus!",1 bulan lalu,1
592,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,mesin cuci berfungsi dengan baik. .  berkualitas. ,1 bulan lalu,1
593,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"sudah sampai,  makasih banyak,  semoga awet dah",1 bulan lalu,1
594,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"pengiriman cepat,  ready stock,  kondisi barang baik",1 bulan lalu,1
595,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,5,penjual sangat komunikatif dan solutif pada saat saya buru2 untuk pengiriman barang.  fast response. ,1 bulan lalu,1
596,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,1,tatakan gelas terlepas. . .  mungkin next bisa di beri isolasi atau pengaman lain nya. . .  dan diberitahukan kepada kurir kalau posisi barang tidak bisa di bolak balik.  ini sa. . .  ,1 bulan lalu,1
597,Dispenser Sanken Galon Bawah HWD-C106 Dispenser Bottom Loading,5,bismillah semoga awet. .  🤲🤗,1 bulan lalu,1
598,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,3,paketnya sudah sampe dan saya terima tapi pengirimannya bukan melalui kargo tapi lewat kurir motor mohon ke depannya diperhatikan lagi pengirimannya min untung kompresorn. . .  ,1 bulan lalu,1
599,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,5,"so far aman,  secara fisik baik,  fungsi normal,  semoga awet dan mudah klaimnya jika ada masalah",1 bulan lalu,1
600,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,ok mantab,1 bulan lalu,1
601,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,kualitas barang baik,1 bulan lalu,1
602,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,5,"brg ori,  garansi.  brg 👍👍,  toko jg 👍👍",1 bulan lalu,1
603,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"barang sudah sampai sesuai estimasi. 
pengiriman sesuai estimasi waktu",1 bulan lalu,1
604,Sanken DD-68 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,"barang bagus,  pengiriman cepat. ",1 bulan lalu,1
605,Sanken SJ-3030BK Magic Com 2L - Black,5,ibu gw suka👍,1 bulan lalu,1
606,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,4,barang bagus tapi garansi tidak ada cap tokonya,1 bulan lalu,1
607,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"produk orisinil,  bergaransi. . . bagus dan puas",1 bulan lalu,1
608,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,semua berfungsi dengan bai dan sesuai semua,1 bulan lalu,1
609,Sanken HWE-67C Dispenser IC-Cool,5,"recommended seller pokoknya,  sesuai pesanan dan deskripsi,  packing aman full bubelwrap,  barang berfungsi baik hoot norma cool,  original produk sanken,  terima kasih tokope. . .  ",1 bulan lalu,1
610,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,saler sat set 3 jam sampai di depok,1 bulan lalu,1
611,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,sesuai pesanan,1 bulan lalu,1
612,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,"barang original,  and good 👍",1 bulan lalu,1
613,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,berfungsi dgn baik.  kondisinya mulus. ,1 bulan lalu,1
614,Sanken FS-800BK Kipas Angin,5,berfungsi dgn baik,1 bulan lalu,1
615,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,bagus lah!,1 bulan lalu,1
616,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,5,"barang sudah diterima sesuai pesanan,  namun blm di coba",1 bulan lalu,1
617,Sanken HWE-67C Dispenser IC-Cool,4,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,1 bulan lalu,1
618,Sanken HWE-69CW Dispenser IC-Cool,4,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,1 bulan lalu,1
619,Sanken HWE-69BL Dispenser IC-Cool,1,saya kecewa dengan sistematika pengirimannya.  barang dikirim terpisah dengan 3 unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa. . .  ,1 bulan lalu,1
620,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,3,"we had terrible experience with the chosen courier (gocar).  mr yusuf deliberately asked for toll money. 

please review his performance : ****************",1 bulan lalu,1
621,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,semoga awet,1 bulan lalu,1
622,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,1,barang rusak penyok,1 bulan lalu,1
623,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,"fast respon,  barang sesuai iklan. 
pintu dispenser bagian bawah tidak bs dibuka karena nyangkut,  namun bs diakali. 
overall ok semua. ",1 bulan lalu,1
624,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,5,"barang sudah sampai dengan aman. . .  sudah dicoba dan berfungsi dengan baik,  semoga awet",1 bulan lalu,1
625,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,ok,2 bulan lalu,1
626,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"ini mantap dari sanken official langsung,  selang sehari pesan barang langsung sampe rumah,  semua berfungsi normal,  baik,  dan tanpa kurang suatu apapun.  thanks! 👍",2 bulan lalu,1
627,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,baguss,2 bulan lalu,1
628,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,"barangnya original dan garansi. 
pengirimnya baik mau install dan antar ke tempatnya.  maturnuwun ya",2 bulan lalu,1
629,Sanken HWE-69BL Dispenser IC-Cool,2,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,2 bulan lalu,1
630,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,"bagus,  cukup besar,  smoga awet,  tks seller",2 bulan lalu,1
631,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"sedotan nya kurang kuat,  tp overall oke lah",2 bulan lalu,1
632,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,manteb sih,2 bulan lalu,1
633,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,"kiriman sudah sampai,  terima kasih",2 bulan lalu,1
634,Sanken Kulkas 2 Pintu SK-V235A-BB Refrigerator 230 L,5,barangnya original 👍 hemat listrik ⚡ penjualnya ramah banget packaging aman 🙏 respon penjualnya top,2 bulan lalu,1
635,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,mantab,2 bulan lalu,1
636,Sanken SJ-2100 Magic Com 1.8 L Black,5,"rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr 5 tahun.  
sekarang beli lagi dengan model yg sama karena kualitasnya. ",2 bulan lalu,1
637,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,dispenser nya berfungsi dengan baik,2 bulan lalu,1
638,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,5,mantap. ,2 bulan lalu,1
639,Sanken HWD-C200SS Water Dispenser Elektrik,2,"saya baru beli 6 hari dr hari sabtu,  pas dicoba bagus,  hari keenam mati total,  chat penjual,  lama bales padahal lg online,  tp ga dibaca atau dibalas,  saya minta jawaban, . . .  ",2 bulan lalu,1
640,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,barang sudah saya terima. tapi belum sy inboximg,2 bulan lalu,1
641,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,top fast respon,2 bulan lalu,1
642,Sanken Rice Cooker 1 Liter SJ-120H,5,semoga awet,2 bulan lalu,1
643,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,4,kurang dingin mnrtku,2 bulan lalu,1
644,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,3,proses dan waktu pengirimannya lebih diperhatikan lagi.  kurir pengantar barang juga kurang ramah,2 bulan lalu,1
645,Sanken FS-700GR/BR Kipas Angin,5,mantap,2 bulan lalu,1
646,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"sehari krim,  mantabz cepat",2 bulan lalu,1
647,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,4,"barang sesuai dg gambar 
mudah2an awet",2 bulan lalu,1
648,Sanken TW-1222 Mesin Cuci 2 Tabung 11KG,5,proses cepat dan barang sampai tujuan dengan aman,2 bulan lalu,1
649,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,mantap barangnya udah datang,2 bulan lalu,1
650,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,barang ori dan bagus.  respon penjual cepat.  proses mudah. ,2 bulan lalu,1
651,Sanken Magic Com SJ-1999M Kapasitas 1.8L Hitam,5,"barang ori,  sdh jalan bulan ke 4 dan alhamdulillah ga ada kendala sama sekali. 

top!",2 bulan lalu,1
652,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk k gang kecil.  untung anakku pas pulang sekolah jadi dia yg angkat ke rumah. ,2 bulan lalu,1
653,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,5,meskipun pengiriman lumayan lama tapi packing nya aman jadi barang tidak ada lecet atau rusak,2 bulan lalu,1
654,Sanken Kulkas 1 Pintu SK-V188A-BB Refrigerator Black 180 L,5,👍🏻👍🏻👍🏻,2 bulan lalu,1
655,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,berfungsi dengan baik!,2 bulan lalu,1
656,Sanken SJ-3030BK Magic Com 2L - Black,5,"produk ori,  pengiriman aman.  tq seller. ",2 bulan lalu,1
657,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,ini adalah pembelian mesin cuci sanken yang kedua.  mesin cuci sanken pertama bisa bertahan 10 tahun.  semoga sanken mesin cuci kedua ini bisa awet seperti yang dulu.  tetap. . .  ,2 bulan lalu,1
658,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"barang ok,  tp smpt ada kendala di pengiriman,  barang blm sampai tp di status uda sampai.  sampainya bsknya loh haha",2 bulan lalu,1
659,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"mantap,  pesanan cepat.  respon penjual cukup cepat. 
saya ng saya asumsi masukin galon ada sliding.  ternyata nda.  secara keseluruhan ok. ",2 bulan lalu,1
660,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"seller ramahh,  produk original,  bintang 5",2 bulan lalu,1
661,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,alhamdulillah barang sudah sampai dengan selamat makasih ya seller dan kurir semoga awet dipakai,2 bulan lalu,1
662,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,1,"pengemasan dan pengiriman lama,  tidak komunikatif. ",2 bulan lalu,1
663,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,4,pengiriman lamaaaaa.  harus follow up terus sampe barang benar2 dikirim. ,2 bulan lalu,1
664,Sanken ADR-210 / ADR-211 Setrika Listrik Gold Plated Warna Random,5,sangat ok,2 bulan lalu,1
665,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"bagus
cuma salah beli",2 bulan lalu,1
666,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,mantap dan aman. . ,2 bulan lalu,1
667,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,5,"mantap lgsg bs pakai,  bagus 👍😊",2 bulan lalu,1
668,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,good,2 bulan lalu,1
669,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"oke,  barang mantap. ",2 bulan lalu,1
670,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,"dispensernya blm terpasang n blm dicoba, semoga berfungsi dg baik. ",2 bulan lalu,1
671,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,sesuai,2 bulan lalu,1
672,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"berfungsi baik,  semoga awet",2 bulan lalu,1
673,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,bagus,2 bulan lalu,1
674,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,good hanya blm di coba,2 bulan lalu,1
675,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,"barang sesuai deskripsi,  berfungsi normal",2 bulan lalu,1
676,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"barang aman,  bisa berfungsi dgn baik",2 bulan lalu,1
677,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,1,"barang di terima rusak,  di ajukan clam asuransi proses lama ampir 1 bulan ,  sdh waswas takut ga di clam karna barang sdh di kirim balik ke asuransi",2 bulan lalu,1
678,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"admin sangat membantu dalam proses pembelian walau saya chat pada waktu yang kurang pas,  pengiriman instant pun cepat dengan dari penjual di saat proses hingga saat dikir. . .  ",2 bulan lalu,1
679,Sanken SJ-3030BK Magic Com 2L - Black,5,kualitas produknya mantaabz,2 bulan lalu,1
680,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,5,"ada kerusakan pada unit saat sampai,  tapi bisa langsung claim garansi dan dikirimkan teknisi",2 bulan lalu,1
681,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,mantapppppp bagus,2 bulan lalu,1
682,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,all good,2 bulan lalu,1
683,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"cepat nyampenya,  mudah mudahan awet",2 bulan lalu,1
684,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"sudah dapat garansi,  barangnya berfungsi dgn baik

pengiriman juga cepat",2 bulan lalu,1
685,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,barang bagus sesuai produksi !,2 bulan lalu,1
686,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,barang cepat datang.  mesin cuci sip. ,3 bulan lalu,1
687,Sanken HWD-Z78IC Water Dispenser Duo Gallon,5,dispensernya bagus.  suhu air dinginnya pas untuk minum sehari2,3 bulan lalu,1
688,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,pengiriman cepat,3 bulan lalu,1
689,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,"barang bagus,  original pengiriman cepat",3 bulan lalu,1
690,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,mantaappss,3 bulan lalu,1
691,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,trimakasih gan,3 bulan lalu,1
692,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"barang original,  produk & spesifikasi sesuai",3 bulan lalu,1
693,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,barang samapai sesuai dengan pesanan dan sampai dengan baik dan aman,3 bulan lalu,1
694,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"original ,  pengiriman cepat",3 bulan lalu,1
695,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,okkk,3 bulan lalu,1
696,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"fast respon,  produk sesuai",3 bulan lalu,1
697,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"baguuus,  mantaap,  berfungsi dengan baik",3 bulan lalu,1
698,Sanken TW-1155FBK Mesin Cuci 2 tabung 9KG,5,sngt cepat pengiriman nya dengan keadaan baik,3 bulan lalu,1
699,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,5,mantap.  seller fas respond.  barang berfungsi dg baik  kurang dr 2 jam barang tiba by grab car. ,3 bulan lalu,1
700,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,5,barang original dan pengiriman cepat dan pe jual sangat kooperatif. . semoga awet,3 bulan lalu,1
701,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"pengiriman cepat,  barang sesuai,  makasih",3 bulan lalu,1
702,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"barang bagus sesuai deskripsi. . . 
semoga awet thanks seller. . . ",3 bulan lalu,1
703,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,bagus,3 bulan lalu,1
704,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,barang sesuai deskripsi kondisi oke packing rapih top markotop,3 bulan lalu,1
705,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,"fast respon,  fast delivery. ",3 bulan lalu,1
706,Sanken HWE-69CW Dispenser IC-Cool,5,okelah walau pengiriman oleh kurir toko agak lama. ,3 bulan lalu,1
707,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,mantappp,3 bulan lalu,1
708,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,"barang original,  ada garansinya,  harga kompetitif n seller responshif",3 bulan lalu,1
709,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,mantap,3 bulan lalu,1
710,Sanken FS-800BK Kipas Angin,5,"barang ori,  pengiriman cepat,  semua sesuai deskripsi.  
recommended seller",3 bulan lalu,1
711,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,5,"seller baik dan responsif.  pengiriman cepat.  vakumnya bagus dengan harga sgitu.  ringan dan dichargenya mudah.  sdh sy tes,  nyala.  mudah2an awet.  tp ckp tenang,  krn seller. . .  ",3 bulan lalu,1
712,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,pengiriman cepat dan barang original,3 bulan lalu,1
713,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,produk bekerja dengan baik,3 bulan lalu,1
714,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,pesan & langsung dikirim. . . mantap,3 bulan lalu,1
715,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,pengiriman barang cepat dan rapi.   kualitas dispenser bagus dan mudah digunakan,3 bulan lalu,1
716,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,mantappp. .  semoga barangnya rekomen dan awet dipakai. . ,3 bulan lalu,1
717,Sanken HWE-69CW Dispenser IC-Cool,5,"barang murah,  kualitas bagus,  support juga bagus.  call 1 hari besoknya sudah datang dan diperbaiki",3 bulan lalu,1
718,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,5,it arrived in good condition works fine so far,3 bulan lalu,1
719,Sanken Rice Cooker 1 Liter SJ-120H,5,"barang ori. 
pakingan rapih. ",3 bulan lalu,1
720,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"respon chat cepat,  adminnya mantap",3 bulan lalu,1
721,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,"barang mendarat dengan aman di surabaya pakai cargo jne.  tidak ada cacat sama sekali.  produk cocok karena saya butuh ukuran yg lebih kecil,  keliatan cukup elegant di taru. . .  ",3 bulan lalu,1
722,Sanken Water Dispenser HWD-C580S-BK Galon Bawah,5,"material produk bagus ukuran produk sesuai produk berfungsi dengan baik kualitas produk bagus,  tinggal coba dijalankan mudah2an aman tidak ada masalah",3 bulan lalu,1
