Tanggal,Produk,Rating,Label,Ulasan,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
1 bulan lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,bintang 5,1,"mantap barang sesuai dg deskripsi,  dan sdh di coba mantap, bodi kokoh dan mulus",mantap barang sesuai dg deskripsi dan sdh di coba mantap bodi kokoh dan mulus,"['mantap', 'barang', 'sesuai', 'dg', 'deskripsi', 'dan', 'sdh', 'di', 'coba', 'mantap', 'bodi', 'kokoh', 'dan', 'mulus']","['mantap', 'barang', 'sesuai', 'dengan', 'deskripsi', 'dan', 'sudah', 'di', 'coba', 'mantap', 'bodi', 'kokoh', 'dan', 'mulus']","['mantap', 'barang', 'sesuai', 'deskripsi', 'coba', 'mantap', 'bodi', 'kokoh', 'mulus']","['mantap', 'barang', 'sesuai', 'deskripsi', 'coba', 'mantap', 'bodi', 'kokoh', 'mulus']",mantap barang sesuai deskripsi coba mantap bodi kokoh mulus
1 bulan lalu,POLYTRON Mesin Cuci 2 Tabung Primadona Giant 7 Kg PWM 7072,bintang 5,1,ada garansi resmi penjualnya ramah banget packaging aman 🙏 proses pesanan cepat packaging rapi respon penjualnya top barangnya original 👍,ada garansi resmi penjualnya ramah banget packaging aman proses pesanan cepat packaging rapi respon penjualnya top barangnya original,"['ada', 'garansi', 'resmi', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'proses', 'pesanan', 'cepat', 'packaging', 'rapi', 'respon', 'penjualnya', 'top', 'barangnya', 'original']","['ada', 'garansi', 'resmi', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'proses', 'pesanan', 'cepat', 'packaging', 'rapi', 'respon', 'penjualnya', 'top', 'barangnya', 'original']","['garansi', 'resmi', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'proses', 'pesanan', 'cepat', 'packaging', 'rapi', 'respon', 'penjualnya', 'barangnya']","['garansi', 'resmi', 'jual', 'ramah', 'banget', 'packaging', 'aman', 'proses', 'pesan', 'cepat', 'packaging', 'rapi', 'respon', 'jual', 'barang']",garansi resmi jual ramah banget packaging aman proses pesan cepat packaging rapi respon jual barang
1 bulan lalu,POLYTRON 4K UHD Smart Google TV 55 Inch PLD 55UG5959,bintang 5,1,barang okay sesuai deskripsi  garansi 5 tahun coy mantap,barang okay sesuai deskripsi garansi tahun coy mantap,"['barang', 'okay', 'sesuai', 'deskripsi', 'garansi', 'tahun', 'coy', 'mantap']","['barang', 'okay', 'sesuai', 'deskripsi', 'garansi', 'tahun', 'coy', 'mantap']","['barang', 'okay', 'sesuai', 'deskripsi', 'garansi', 'mantap']","['barang', 'okay', 'sesuai', 'deskripsi', 'garansi', 'mantap']",barang okay sesuai deskripsi garansi mantap
1 bulan lalu,POLYTRON Kulkas 1 Pintu Beauty metal door 180 liter PRB 189,bintang 5,1,pesanan dikirim dengan dengan sekamet aman👍👍👍👍,pesanan dikirim dengan dengan sekamet aman,"['pesanan', 'dikirim', 'dengan', 'dengan', 'sekamet', 'aman']","['pesanan', 'dikirim', 'dengan', 'dengan', 'sekamet', 'aman']","['pesanan', 'dikirim', 'sekamet', 'aman']","['pesan', 'kirim', 'sekamet', 'aman']",pesan kirim sekamet aman
1 bulan lalu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,bintang 5,1,cakep. . . 3 hari setelah pemesanan lsg di anter dan sampai tanpa kendala. . terimakasih y,cakep hari setelah pemesanan lsg di anter dan sampai tanpa kendala terimakasih,"['cakep', 'hari', 'setelah', 'pemesanan', 'lsg', 'di', 'anter', 'dan', 'sampai', 'tanpa', 'kendala', 'terimakasih']","['cakep', 'hari', 'setelah', 'pemesanan', 'langsung', 'di', 'anter', 'dan', 'sampai', 'tanpa', 'kendala', 'terimakasih']","['cakep', 'pemesanan', 'langsung', 'anter', 'kendala', 'terimakasih']","['cakep', 'mesan', 'langsung', 'anter', 'kendala', 'terimakasih']",cakep mesan langsung anter kendala terimakasih
1 bulan lalu,POLYTRON Kulkas 2 Pintu Belleza JUMBO 220 Liter PRW 23MN,bintang 5,1,bagus dan cepat sampai,bagus dan cepat sampai,"['bagus', 'dan', 'cepat', 'sampai']","['bagus', 'dan', 'cepat', 'sampai']","['bagus', 'cepat']","['bagus', 'cepat']",bagus cepat
1 bulan lalu,POLYTRON Professional Active Speaker PAS PRO10F6,bintang 5,1,"barang ori dari official polytron langsung,  pengiriman terbilang cepat,  dpt potongan harga dari tokopedia juga,  terimakasih polytron & tokopedia 🙏🏼😊",barang ori dari official polytron langsung pengiriman terbilang cepat dpt potongan harga dari tokopedia juga terimakasih polytron tokopedia,"['barang', 'ori', 'dari', 'official', 'polytron', 'langsung', 'pengiriman', 'terbilang', 'cepat', 'dpt', 'potongan', 'harga', 'dari', 'tokopedia', 'juga', 'terimakasih', 'polytron', 'tokopedia']","['barang', 'orisinal', 'dari', 'official', 'polytron', 'langsung', 'pengiriman', 'terbilang', 'cepat', 'dapat', 'potongan', 'harga', 'dari', 'tokopedia', 'juga', 'terimakasih', 'polytron', 'tokopedia']","['barang', 'orisinal', 'polytron', 'langsung', 'pengiriman', 'terbilang', 'cepat', 'potongan', 'harga', 'tokopedia', 'terimakasih', 'polytron', 'tokopedia']","['barang', 'orisinal', 'polytron', 'langsung', 'kirim', 'bilang', 'cepat', 'potong', 'harga', 'tokopedia', 'terimakasih', 'polytron', 'tokopedia']",barang orisinal polytron langsung kirim bilang cepat potong harga tokopedia terimakasih polytron tokopedia
1 bulan lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series 8 KG PWM 8073,bintang 5,1,"ternyata pengirimannya cepat,  3hari sampai dikirim dari toko terdekat,  paket diterima dg aman",ternyata pengirimannya cepat hari sampai dikirim dari toko terdekat paket diterima dg aman,"['ternyata', 'pengirimannya', 'cepat', 'hari', 'sampai', 'dikirim', 'dari', 'toko', 'terdekat', 'paket', 'diterima', 'dg', 'aman']","['ternyata', 'pengirimannya', 'cepat', 'hari', 'sampai', 'dikirim', 'dari', 'toko', 'terdekat', 'paket', 'diterima', 'dengan', 'aman']","['pengirimannya', 'cepat', 'dikirim', 'terdekat', 'paket', 'diterima', 'aman']","['kirim', 'cepat', 'kirim', 'dekat', 'paket', 'terima', 'aman']",kirim cepat kirim dekat paket terima aman
1 bulan lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,bintang 4,1,"untuk pelayanan toko baik,  responsif dalam membantu kendala customer. 
namun saya kecewa dengan jasa kirim yg dipilih toko j*e trucking yg sangat tidak profesional.  barang. . .  ",untuk pelayanan toko baik responsif dalam membantu kendala customer namun saya kecewa dengan jasa kirim yg dipilih toko je trucking yg sangat tidak profesional barang,"['untuk', 'pelayanan', 'toko', 'baik', 'responsif', 'dalam', 'membantu', 'kendala', 'customer', 'namun', 'saya', 'kecewa', 'dengan', 'jasa', 'kirim', 'yg', 'dipilih', 'toko', 'je', 'trucking', 'yg', 'sangat', 'tidak', 'profesional', 'barang']","['untuk', 'pelayanan', 'toko', 'baik', 'responsif', 'dalam', 'membantu', 'kendala', 'customer', 'namun', 'saya', 'kecewa', 'dengan', 'jasa', 'kirim', 'yang', 'dipilih', 'toko', 'je', 'trucking', 'yang', 'sangat', 'tidak', 'profesional', 'barang']","['pelayanan', 'responsif', 'membantu', 'kendala', 'kecewa', 'jasa', 'kirim', 'dipilih', 'je', 'tidak', 'profesional', 'barang']","['layan', 'responsif', 'bantu', 'kendala', 'kecewa', 'jasa', 'kirim', 'pilih', 'je', 'tidak', 'profesional', 'barang']",layan responsif bantu kendala kecewa jasa kirim pilih je tidak profesional barang
1 bulan lalu,POLYTRON Multimedia Speaker PMA 9525 /B,bintang 1,0,pemakaian 6 bln udh rusak minta klaim garansi,pemakaian bln udh rusak minta klaim garansi,"['pemakaian', 'bln', 'udh', 'rusak', 'minta', 'klaim', 'garansi']","['pemakaian', 'bulan', 'sudah', 'rusak', 'meminta', 'klaim', 'garansi']","['pemakaian', 'rusak', 'klaim', 'garansi']","['pakai', 'rusak', 'klaim', 'garansi']",pakai rusak klaim garansi
1 bulan lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,bintang 5,1,original dan amanah terimakasih,original dan amanah terimakasih,"['original', 'dan', 'amanah', 'terimakasih']","['original', 'dan', 'amanah', 'terimakasih']","['amanah', 'terimakasih']","['amanah', 'terimakasih']",amanah terimakasih
1 bulan lalu,Polytron AC Neuva Pro 1 PK PAC 09VZ,bintang 5,1,produk original,produk original,"['produk', 'original']","['produk', 'original']",['produk'],['produk'],produk
1 bulan lalu,Polytron Monitor 24 inch Full HD - PMD 24VF9930,bintang 5,1,"ok banget,  pengiriman ,  barang bagus",ok banget pengiriman barang bagus,"['ok', 'banget', 'pengiriman', 'barang', 'bagus']","['ok', 'banget', 'pengiriman', 'barang', 'bagus']","['ok', 'banget', 'pengiriman', 'barang', 'bagus']","['ok', 'banget', 'kirim', 'barang', 'bagus']",ok banget kirim barang bagus
1 bulan lalu,POLYTRON Dispenser Galon Bawah PWC 600,bintang 5,1,barang mendarat dengan mulus.  thank polytron official store. ,barang mendarat dengan mulus thank polytron official store,"['barang', 'mendarat', 'dengan', 'mulus', 'thank', 'polytron', 'official', 'store']","['barang', 'mendarat', 'dengan', 'mulus', 'thank', 'polytron', 'official', 'store']","['barang', 'mendarat', 'mulus', 'polytron']","['barang', 'darat', 'mulus', 'polytron']",barang darat mulus polytron
1 bulan lalu,POLYTRON Kulkas 1 Pintu Belleza 180 liter PRA 18,bintang 5,1,alhamdulillah kulkas mendarat dengan baik di sleman dan cepat juga loh.  makasih ya seller yang gercep dan ramah. ,alhamdulillah kulkas mendarat dengan baik di sleman dan cepat juga loh makasih ya seller yang gercep dan ramah,"['alhamdulillah', 'kulkas', 'mendarat', 'dengan', 'baik', 'di', 'sleman', 'dan', 'cepat', 'juga', 'loh', 'makasih', 'ya', 'seller', 'yang', 'gercep', 'dan', 'ramah']","['alhamdulillah', 'kulkas', 'mendarat', 'dengan', 'baik', 'di', 'sleman', 'dan', 'cepat', 'juga', 'loh', 'terima kasih', 'ya', 'seller', 'yang', 'gercep', 'dan', 'ramah']","['alhamdulillah', 'kulkas', 'mendarat', 'sleman', 'cepat', 'loh', 'terima kasih', 'gercep', 'ramah']","['alhamdulillah', 'kulkas', 'darat', 'sleman', 'cepat', 'loh', 'terima kasih', 'gercep', 'ramah']",alhamdulillah kulkas darat sleman cepat loh terima kasih gercep ramah
1 bulan lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,bintang 5,1,barang ok banget.  recommended dech,barang ok banget recommended dech,"['barang', 'ok', 'banget', 'recommended', 'dech']","['barang', 'ok', 'banget', 'recommended', 'deh']","['barang', 'ok', 'banget', 'recommended', 'deh']","['barang', 'ok', 'banget', 'recommended', 'deh']",barang ok banget recommended deh
1 bulan lalu,"POLYTRON SMART DIGITAL TV 40"" PLD 40CV8969",bintang 5,1,"pengiriman 1 minggu,  langsung d cek,  aman,  bagus. . . . terimakasih",pengiriman minggu langsung cek aman bagus terimakasih,"['pengiriman', 'minggu', 'langsung', 'cek', 'aman', 'bagus', 'terimakasih']","['pengiriman', 'minggu', 'langsung', 'cek', 'aman', 'bagus', 'terimakasih']","['pengiriman', 'minggu', 'langsung', 'cek', 'aman', 'bagus', 'terimakasih']","['kirim', 'minggu', 'langsung', 'cek', 'aman', 'bagus', 'terimakasih']",kirim minggu langsung cek aman bagus terimakasih
1 bulan lalu,POLYTRON Kulkas 2 Pintu 260 Liter Inverter Belleza JUMBO PRW 29VX,bintang 5,1,sesuai pesanan real pick semoga awet terima kasih polytron,sesuai pesanan real pick semoga awet terima kasih polytron,"['sesuai', 'pesanan', 'real', 'pick', 'semoga', 'awet', 'terima', 'kasih', 'polytron']","['sesuai', 'pesanan', 'real', 'pick', 'semoga', 'awet', 'terima', 'kasih', 'polytron']","['sesuai', 'pesanan', 'semoga', 'awet', 'terima', 'kasih', 'polytron']","['sesuai', 'pesan', 'moga', 'awet', 'terima', 'kasih', 'polytron']",sesuai pesan moga awet terima kasih polytron
1 bulan lalu,POLYTRON Smart Cinemax Soundbar TV 32 inch PLD 32BAG9858,bintang 5,1,"berfungsi dg baik,  aman,  worth it",berfungsi dg baik aman worth it,"['berfungsi', 'dg', 'baik', 'aman', 'worth', 'it']","['berfungsi', 'dengan', 'baik', 'aman', 'worth', 'itu']","['berfungsi', 'aman']","['fungsi', 'aman']",fungsi aman
1 bulan lalu,POLYTRON 4K UHD Smart Cinemax Soundbar Google TV 50 Inch PLD 50BUG5959,bintang 5,1,"produk ok,  gratis mola dll belum dickba,  respon penjual bagus.  untuk perbaikan info pengiriman dr awal sdh bisa diinfo ke customer",produk ok gratis mola dll belum dickba respon penjual bagus untuk perbaikan info pengiriman dr awal sdh bisa diinfo ke customer,"['produk', 'ok', 'gratis', 'mola', 'dll', 'belum', 'dickba', 'respon', 'penjual', 'bagus', 'untuk', 'perbaikan', 'info', 'pengiriman', 'dr', 'awal', 'sdh', 'bisa', 'diinfo', 'ke', 'customer']","['produk', 'ok', 'gratis', 'mola', 'dll', 'belum', 'dickba', 'respon', 'penjual', 'bagus', 'untuk', 'perbaikan', 'info', 'pengiriman', 'dari', 'awal', 'sudah', 'bisa', 'diinfo', 'ke', 'customer']","['produk', 'ok', 'dll', 'dickba', 'respon', 'penjual', 'bagus', 'perbaikan', 'info', 'pengiriman', 'diinfo']","['produk', 'ok', 'dll', 'dickba', 'respon', 'jual', 'bagus', 'baik', 'info', 'kirim', 'info']",produk ok dll dickba respon jual bagus baik info kirim info
1 bulan lalu,POLYTRON Mesin Cuci 2 tabung 7Kg Primadona Giant PWM 701,bintang 5,1,barang bagus .  cuma pengiriman aja yg lama,barang bagus cuma pengiriman aja yg lama,"['barang', 'bagus', 'cuma', 'pengiriman', 'aja', 'yg', 'lama']","['barang', 'bagus', 'cuma', 'pengiriman', 'saja', 'yang', 'lama']","['barang', 'bagus', 'pengiriman']","['barang', 'bagus', 'kirim']",barang bagus kirim
1 bulan lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 7 KG PWM 7076,bintang 3,0,pengiriman lambat dan meragukan. . ,pengiriman lambat dan meragukan,"['pengiriman', 'lambat', 'dan', 'meragukan']","['pengiriman', 'lambat', 'dan', 'meragukan']","['pengiriman', 'lambat', 'meragukan']","['kirim', 'lambat', 'ragu']",kirim lambat ragu
1 bulan lalu,POLYTRON Kulkas 1 Pintu Beauty metal door 170 liter PRB 179,bintang 5,1,"barang bagus. 
proses kirim klo bisa di percepat.  waktu pengiriman sekitar 7 hari (dari proses order sampe barang di terima di rumah,  tangerang kota). ",barang bagus proses kirim klo bisa di percepat waktu pengiriman sekitar hari dari proses order sampe barang di terima di rumah tangerang kota,"['barang', 'bagus', 'proses', 'kirim', 'klo', 'bisa', 'di', 'percepat', 'waktu', 'pengiriman', 'sekitar', 'hari', 'dari', 'proses', 'order', 'sampe', 'barang', 'di', 'terima', 'di', 'rumah', 'tangerang', 'kota']","['barang', 'bagus', 'proses', 'kirim', 'kalo', 'bisa', 'di', 'percepat', 'waktu', 'pengiriman', 'sekitar', 'hari', 'dari', 'proses', 'order', 'sampai', 'barang', 'di', 'terima', 'di', 'rumah', 'tangerang', 'kota']","['barang', 'bagus', 'proses', 'kirim', 'percepat', 'pengiriman', 'proses', 'barang', 'terima', 'rumah', 'tangerang', 'kota']","['barang', 'bagus', 'proses', 'kirim', 'cepat', 'kirim', 'proses', 'barang', 'terima', 'rumah', 'tangerang', 'kota']",barang bagus proses kirim cepat kirim proses barang terima rumah tangerang kota
1 bulan lalu,POLYTRON Kulkas 2 Pintu Belleza JUMBO 220 Liter PRW 23MN,bintang 5,1,bagussw sukaa thanks ya,bagussw sukaa thanks ya,"['bagussw', 'sukaa', 'thanks', 'ya']","['bagussw', 'suka', 'thanks', 'ya']","['bagussw', 'suka']","['bagussw', 'suka']",bagussw suka
1 bulan lalu,POLYTRON Mesin Cuci Front Loading 100% Kering Inverter 8 KG PFL 8105,bintang 5,1,"sempat ada kendala,  tapi tim polytron gercep mendatangkan teknisi.  mantab",sempat ada kendala tapi tim polytron gercep mendatangkan teknisi mantab,"['sempat', 'ada', 'kendala', 'tapi', 'tim', 'polytron', 'gercep', 'mendatangkan', 'teknisi', 'mantab']","['sempat', 'ada', 'kendala', 'tapi', 'tim', 'polytron', 'gercep', 'mendatangkan', 'teknisi', 'mantab']","['kendala', 'tim', 'polytron', 'gercep', 'teknisi', 'mantab']","['kendala', 'tim', 'polytron', 'gercep', 'teknisi', 'mantab']",kendala tim polytron gercep teknisi mantab
1 bulan lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 10 KG PWM 1076,bintang 5,1,barang datang dengan selamat.  full ori mantap,barang datang dengan selamat full ori mantap,"['barang', 'datang', 'dengan', 'selamat', 'full', 'ori', 'mantap']","['barang', 'datang', 'dengan', 'selamat', 'full', 'orisinal', 'mantap']","['barang', 'selamat', 'orisinal', 'mantap']","['barang', 'selamat', 'orisinal', 'mantap']",barang selamat orisinal mantap
1 bulan lalu,POLYTRON Kulkas Mini 50 liter PRH 51X,bintang 5,1,"mantap,  semoga awet",mantap semoga awet,"['mantap', 'semoga', 'awet']","['mantap', 'semoga', 'awet']","['mantap', 'semoga', 'awet']","['mantap', 'moga', 'awet']",mantap moga awet
1 bulan lalu,Polytron AC Deluxe 2 1/2 PK PAC 05VH,bintang 1,0,"halo min, ,  kali ini saya kasih bintang 1 karena ac yg dibeli gak ada freon nya ya.  

solusi yg ditawarkan dr admin official polytron di  tokopedia yg mengharuskan saya me. . .  ",halo min kali ini saya kasih bintang karena ac yg dibeli gak ada freon nya ya solusi yg ditawarkan dr admin official polytron di tokopedia yg mengharuskan saya me,"['halo', 'min', 'kali', 'ini', 'saya', 'kasih', 'bintang', 'karena', 'ac', 'yg', 'dibeli', 'gak', 'ada', 'freon', 'nya', 'ya', 'solusi', 'yg', 'ditawarkan', 'dr', 'admin', 'official', 'polytron', 'di', 'tokopedia', 'yg', 'mengharuskan', 'saya', 'me']","['halo', 'min', 'kali', 'ini', 'saya', 'kasih', 'bintang', 'karena', 'ac', 'yang', 'dibeli', 'enggak', 'ada', 'freon', 'nya', 'ya', 'solusi', 'yang', 'ditawarkan', 'dari', 'admin', 'official', 'polytron', 'di', 'tokopedia', 'yang', 'mengharuskan', 'saya', 'me']","['kasih', 'bintang', 'ac', 'dibeli', 'enggak', 'freon', 'nya', 'solusi', 'ditawarkan', 'admin', 'polytron', 'tokopedia', 'mengharuskan']","['kasih', 'bintang', 'ac', 'beli', 'enggak', 'freon', 'nya', 'solusi', 'tawar', 'admin', 'polytron', 'tokopedia', 'harus']",kasih bintang ac beli enggak freon nya solusi tawar admin polytron tokopedia harus
1 bulan lalu,"POLYTRON Cinemax Soundbar DIGITAL LED TV 32"" PLD 32BV1558",bintang 4,1,"barang sesuai dengan deskripsi,  suaranya ngebass banget,  keren,  cuma pengiriman aja 1minggu agak lama",barang sesuai dengan deskripsi suaranya ngebass banget keren cuma pengiriman aja minggu agak lama,"['barang', 'sesuai', 'dengan', 'deskripsi', 'suaranya', 'ngebass', 'banget', 'keren', 'cuma', 'pengiriman', 'aja', 'minggu', 'agak', 'lama']","['barang', 'sesuai', 'dengan', 'deskripsi', 'suaranya', 'ngebass', 'banget', 'keren', 'cuma', 'pengiriman', 'saja', 'minggu', 'agak', 'lama']","['barang', 'sesuai', 'deskripsi', 'suaranya', 'ngebass', 'banget', 'keren', 'pengiriman', 'minggu']","['barang', 'sesuai', 'deskripsi', 'suara', 'ngebass', 'banget', 'keren', 'kirim', 'minggu']",barang sesuai deskripsi suara ngebass banget keren kirim minggu
1 bulan lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 8 KG PWM 8076,bintang 5,1,"alhamdulillah sudah dicoba, berfungsi dengan baik. semoga produk awet dan untuk ekspedisi indah cargo, pengirimannya benar2 baik dan komunikatif. terimakasih sukses selalu",alhamdulillah sudah dicoba berfungsi dengan baik semoga produk awet dan untuk ekspedisi indah cargo pengirimannya benar baik dan komunikatif terimakasih sukses selalu,"['alhamdulillah', 'sudah', 'dicoba', 'berfungsi', 'dengan', 'baik', 'semoga', 'produk', 'awet', 'dan', 'untuk', 'ekspedisi', 'indah', 'cargo', 'pengirimannya', 'benar', 'baik', 'dan', 'komunikatif', 'terimakasih', 'sukses', 'selalu']","['alhamdulillah', 'sudah', 'dicoba', 'berfungsi', 'dengan', 'baik', 'semoga', 'produk', 'awet', 'dan', 'untuk', 'ekspedisi', 'indah', 'cargo', 'pengirimannya', 'benar', 'baik', 'dan', 'komunikatif', 'terimakasih', 'sukses', 'selalu']","['alhamdulillah', 'dicoba', 'berfungsi', 'semoga', 'produk', 'awet', 'ekspedisi', 'indah', 'pengirimannya', 'komunikatif', 'terimakasih', 'sukses']","['alhamdulillah', 'coba', 'fungsi', 'moga', 'produk', 'awet', 'ekspedisi', 'indah', 'kirim', 'komunikatif', 'terimakasih', 'sukses']",alhamdulillah coba fungsi moga produk awet ekspedisi indah kirim komunikatif terimakasih sukses
1 bulan lalu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,bintang 5,1,barang sampai dalam keadaan bagus,barang sampai dalam keadaan bagus,"['barang', 'sampai', 'dalam', 'keadaan', 'bagus']","['barang', 'sampai', 'dalam', 'keadaan', 'bagus']","['barang', 'bagus']","['barang', 'bagus']",barang bagus
1 bulan lalu,POLYTRON Dispenser Galon Bawah PWC 615,bintang 5,1,sempat panik barangnya gk bisa dilacak karena gk ada estumasi tibanya tpi 4 hari setelah pembayaran barang datang. ,sempat panik barangnya gk bisa dilacak karena gk ada estumasi tibanya tpi hari setelah pembayaran barang datang,"['sempat', 'panik', 'barangnya', 'gk', 'bisa', 'dilacak', 'karena', 'gk', 'ada', 'estumasi', 'tibanya', 'tpi', 'hari', 'setelah', 'pembayaran', 'barang', 'datang']","['sempat', 'panik', 'barangnya', 'enggak', 'bisa', 'dilacak', 'karena', 'enggak', 'ada', 'estumasi', 'tibanya', 'tapi', 'hari', 'setelah', 'pembayaran', 'barang', 'datang']","['panik', 'barangnya', 'enggak', 'dilacak', 'enggak', 'estumasi', 'tibanya', 'pembayaran', 'barang']","['panik', 'barang', 'enggak', 'lacak', 'enggak', 'estumasi', 'tiba', 'bayar', 'barang']",panik barang enggak lacak enggak estumasi tiba bayar barang
