Tanggal,Produk,Rating,Ulasan,Label,Cleaning
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"fast respon,  barang sesuai iklan. 
pintu dispenser bagian bawah tidak bs dibuka karena nyangkut,  namun bs diakali. 
overall ok semua. ",1,fast respon barang sesuai iklan pintu dispenser bagian bawah tidak bs dibuka karena nyangkut namun bs diakali overall ok semua
2 bulan lalu,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,bintang 5,"barang sudah sampai dengan aman. . .  sudah dicoba dan berfungsi dengan baik,  semoga awet",1,barang sudah sampai dengan aman sudah dicoba dan berfungsi dengan baik semoga awet
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,ok,1,ok
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"ini mantap dari sanken official langsung,  selang sehari pesan barang langsung sampe rumah,  semua berfungsi normal,  baik,  dan tanpa kurang suatu apapun.  thanks! 👍",1,ini mantap dari sanken official langsung selang sehari pesan barang langsung sampe rumah semua berfungsi normal baik dan tanpa kurang suatu apapun thanks
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,baguss,1,baguss
2 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"barangnya original dan garansi. 
pengirimnya baik mau install dan antar ke tempatnya.  maturnuwun ya",1,barangnya original dan garansi pengirimnya baik mau install dan antar ke tempatnya maturnuwun ya
2 bulan lalu,Sanken HWE-69BL Dispenser IC-Cool,bintang 2,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,0,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center
2 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,"bagus,  cukup besar,  smoga awet,  tks seller",1,bagus cukup besar smoga awet tks seller
2 bulan lalu,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"sedotan nya kurang kuat,  tp overall oke lah",1,sedotan nya kurang kuat tp overall oke lah
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,manteb sih,1,manteb sih
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"kiriman sudah sampai,  terima kasih",1,kiriman sudah sampai terima kasih
2 bulan lalu,Sanken Kulkas 2 Pintu SK-V235A-BB Refrigerator 230 L,bintang 5,barangnya original 👍 hemat listrik ⚡ penjualnya ramah banget packaging aman 🙏 respon penjualnya top,1,barangnya original hemat listrik penjualnya ramah banget packaging aman respon penjualnya top
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,mantab,1,mantab
2 bulan lalu,Sanken SJ-2100 Magic Com 1.8 L Black,bintang 5,"rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr 5 tahun.  
sekarang beli lagi dengan model yg sama karena kualitasnya. ",1,rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr tahun sekarang beli lagi dengan model yg sama karena kualitasnya
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,dispenser nya berfungsi dengan baik,1,dispenser nya berfungsi dengan baik
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 5,mantap. ,1,mantap
2 bulan lalu,Sanken HWD-C200SS Water Dispenser Elektrik,bintang 2,"saya baru beli 6 hari dr hari sabtu,  pas dicoba bagus,  hari keenam mati total,  chat penjual,  lama bales padahal lg online,  tp ga dibaca atau dibalas,  saya minta jawaban, . . .  ",0,saya baru beli hari dr hari sabtu pas dicoba bagus hari keenam mati total chat penjual lama bales padahal lg online tp ga dibaca atau dibalas saya minta jawaban
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,barang sudah saya terima. tapi belum sy inboximg,1,barang sudah saya terima tapi belum sy inboximg
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,top fast respon,1,top fast respon
2 bulan lalu,Sanken Rice Cooker 1 Liter SJ-120H,bintang 5,semoga awet,1,semoga awet
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 4,kurang dingin mnrtku,1,kurang dingin mnrtku
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 3,proses dan waktu pengirimannya lebih diperhatikan lagi.  kurir pengantar barang juga kurang ramah,0,proses dan waktu pengirimannya lebih diperhatikan lagi kurir pengantar barang juga kurang ramah
2 bulan lalu,Sanken FS-700GR/BR Kipas Angin,bintang 5,mantap,1,mantap
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"sehari krim,  mantabz cepat",1,sehari krim mantabz cepat
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,"barang sesuai dg gambar 
mudah2an awet",1,barang sesuai dg gambar mudahan awet
2 bulan lalu,Sanken TW-1222 Mesin Cuci 2 Tabung 11KG,bintang 5,proses cepat dan barang sampai tujuan dengan aman,1,proses cepat dan barang sampai tujuan dengan aman
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantap barangnya udah datang,1,mantap barangnya udah datang
2 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,barang ori dan bagus.  respon penjual cepat.  proses mudah. ,1,barang ori dan bagus respon penjual cepat proses mudah
2 bulan lalu,Sanken Magic Com SJ-1999M Kapasitas 1.8L Hitam,bintang 5,"barang ori,  sdh jalan bulan ke 4 dan alhamdulillah ga ada kendala sama sekali. 

top!",1,barang ori sdh jalan bulan ke dan alhamdulillah ga ada kendala sama sekali top
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk k gang kecil.  untung anakku pas pulang sekolah jadi dia yg angkat ke rumah. ,1,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk gang kecil untung anakku pas pulang sekolah jadi dia yg angkat ke rumah
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,meskipun pengiriman lumayan lama tapi packing nya aman jadi barang tidak ada lecet atau rusak,1,meskipun pengiriman lumayan lama tapi packing nya aman jadi barang tidak ada lecet atau rusak
2 bulan lalu,Sanken Kulkas 1 Pintu SK-V188A-BB Refrigerator Black 180 L,bintang 5,👍🏻👍🏻👍🏻,1,
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,berfungsi dengan baik!,1,berfungsi dengan baik
2 bulan lalu,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,"produk ori,  pengiriman aman.  tq seller. ",1,produk ori pengiriman aman tq seller
2 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,ini adalah pembelian mesin cuci sanken yang kedua.  mesin cuci sanken pertama bisa bertahan 10 tahun.  semoga sanken mesin cuci kedua ini bisa awet seperti yang dulu.  tetap. . .  ,1,ini adalah pembelian mesin cuci sanken yang kedua mesin cuci sanken pertama bisa bertahan tahun semoga sanken mesin cuci kedua ini bisa awet seperti yang dulu tetap
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"barang ok,  tp smpt ada kendala di pengiriman,  barang blm sampai tp di status uda sampai.  sampainya bsknya loh haha",1,barang ok tp smpt ada kendala di pengiriman barang blm sampai tp di status uda sampai sampainya bsknya loh haha
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"mantap,  pesanan cepat.  respon penjual cukup cepat. 
saya ng saya asumsi masukin galon ada sliding.  ternyata nda.  secara keseluruhan ok. ",1,mantap pesanan cepat respon penjual cukup cepat saya ng saya asumsi masukin galon ada sliding ternyata nda secara keseluruhan ok
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"seller ramahh,  produk original,  bintang 5",1,seller ramahh produk original bintang
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,alhamdulillah barang sudah sampai dengan selamat makasih ya seller dan kurir semoga awet dipakai,1,alhamdulillah barang sudah sampai dengan selamat makasih ya seller dan kurir semoga awet dipakai
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 1,"pengemasan dan pengiriman lama,  tidak komunikatif. ",0,pengemasan dan pengiriman lama tidak komunikatif
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,pengiriman lamaaaaa.  harus follow up terus sampe barang benar2 dikirim. ,1,pengiriman lamaaaaa harus follow up terus sampe barang benar dikirim
2 bulan lalu,Sanken ADR-210 / ADR-211 Setrika Listrik Gold Plated Warna Random,bintang 5,sangat ok,1,sangat ok
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"bagus
cuma salah beli",1,bagus cuma salah beli
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,mantap dan aman. . ,1,mantap dan aman
2 bulan lalu,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,bintang 5,"mantap lgsg bs pakai,  bagus 👍😊",1,mantap lgsg bs pakai bagus
2 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,good,1,good
2 bulan lalu,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"oke,  barang mantap. ",1,oke barang mantap
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"dispensernya blm terpasang n blm dicoba, semoga berfungsi dg baik. ",1,dispensernya blm terpasang blm dicoba semoga berfungsi dg baik
2 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,sesuai,1,sesuai
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"berfungsi baik,  semoga awet",1,berfungsi baik semoga awet
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,bagus,1,bagus
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,good hanya blm di coba,1,good hanya blm di coba
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"barang sesuai deskripsi,  berfungsi normal",1,barang sesuai deskripsi berfungsi normal
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang aman,  bisa berfungsi dgn baik",1,barang aman bisa berfungsi dgn baik
2 bulan lalu,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 1,"barang di terima rusak,  di ajukan clam asuransi proses lama ampir 1 bulan ,  sdh waswas takut ga di clam karna barang sdh di kirim balik ke asuransi",0,barang di terima rusak di ajukan clam asuransi proses lama ampir bulan sdh waswas takut ga di clam karna barang sdh di kirim balik ke asuransi
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"admin sangat membantu dalam proses pembelian walau saya chat pada waktu yang kurang pas,  pengiriman instant pun cepat dengan dari penjual di saat proses hingga saat dikir. . .  ",1,admin sangat membantu dalam proses pembelian walau saya chat pada waktu yang kurang pas pengiriman instant pun cepat dengan dari penjual di saat proses hingga saat dikir
2 bulan lalu,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,kualitas produknya mantaabz,1,kualitas produknya mantaabz
2 bulan lalu,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,bintang 5,"ada kerusakan pada unit saat sampai,  tapi bisa langsung claim garansi dan dikirimkan teknisi",1,ada kerusakan pada unit saat sampai tapi bisa langsung claim garansi dan dikirimkan teknisi
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,mantapppppp bagus,1,mantapppppp bagus
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,all good,1,all good
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"cepat nyampenya,  mudah mudahan awet",1,cepat nyampenya mudah mudahan awet
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"sudah dapat garansi,  barangnya berfungsi dgn baik

pengiriman juga cepat",1,sudah dapat garansi barangnya berfungsi dgn baik pengiriman juga cepat
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,barang bagus sesuai produksi !,1,barang bagus sesuai produksi
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang cepat datang.  mesin cuci sip. ,1,barang cepat datang mesin cuci sip
3 bulan lalu,Sanken HWD-Z78IC Water Dispenser Duo Gallon,bintang 5,dispensernya bagus.  suhu air dinginnya pas untuk minum sehari2,1,dispensernya bagus suhu air dinginnya pas untuk minum sehari
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,pengiriman cepat,1,pengiriman cepat
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"barang bagus,  original pengiriman cepat",1,barang bagus original pengiriman cepat
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantaappss,1,mantaappss
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,trimakasih gan,1,trimakasih gan
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang original,  produk & spesifikasi sesuai",1,barang original produk spesifikasi sesuai
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang samapai sesuai dengan pesanan dan sampai dengan baik dan aman,1,barang samapai sesuai dengan pesanan dan sampai dengan baik dan aman
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"original ,  pengiriman cepat",1,original pengiriman cepat
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,okkk,1,okkk
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"fast respon,  produk sesuai",1,fast respon produk sesuai
3 bulan lalu,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"baguuus,  mantaap,  berfungsi dengan baik",1,baguuus mantaap berfungsi dengan baik
3 bulan lalu,Sanken TW-1155FBK Mesin Cuci 2 tabung 9KG,bintang 5,sngt cepat pengiriman nya dengan keadaan baik,1,sngt cepat pengiriman nya dengan keadaan baik
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,mantap.  seller fas respond.  barang berfungsi dg baik  kurang dr 2 jam barang tiba by grab car. ,1,mantap seller fas respond barang berfungsi dg baik kurang dr jam barang tiba by grab car
3 bulan lalu,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,barang original dan pengiriman cepat dan pe jual sangat kooperatif. . semoga awet,1,barang original dan pengiriman cepat dan pe jual sangat kooperatif semoga awet
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"pengiriman cepat,  barang sesuai,  makasih",1,pengiriman cepat barang sesuai makasih
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"barang bagus sesuai deskripsi. . . 
semoga awet thanks seller. . . ",1,barang bagus sesuai deskripsi semoga awet thanks seller
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,bagus,1,bagus
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,barang sesuai deskripsi kondisi oke packing rapih top markotop,1,barang sesuai deskripsi kondisi oke packing rapih top markotop
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"fast respon,  fast delivery. ",1,fast respon fast delivery
3 bulan lalu,Sanken HWE-69CW Dispenser IC-Cool,bintang 5,okelah walau pengiriman oleh kurir toko agak lama. ,1,okelah walau pengiriman oleh kurir toko agak lama
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,mantappp,1,mantappp
3 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"barang original,  ada garansinya,  harga kompetitif n seller responshif",1,barang original ada garansinya harga kompetitif seller responshif
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,mantap,1,mantap
3 bulan lalu,Sanken FS-800BK Kipas Angin,bintang 5,"barang ori,  pengiriman cepat,  semua sesuai deskripsi.  
recommended seller",1,barang ori pengiriman cepat semua sesuai deskripsi recommended seller
3 bulan lalu,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,bintang 5,"seller baik dan responsif.  pengiriman cepat.  vakumnya bagus dengan harga sgitu.  ringan dan dichargenya mudah.  sdh sy tes,  nyala.  mudah2an awet.  tp ckp tenang,  krn seller. . .  ",1,seller baik dan responsif pengiriman cepat vakumnya bagus dengan harga sgitu ringan dan dichargenya mudah sdh sy tes nyala mudahan awet tp ckp tenang krn seller
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,pengiriman cepat dan barang original,1,pengiriman cepat dan barang original
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,produk bekerja dengan baik,1,produk bekerja dengan baik
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,pesan & langsung dikirim. . . mantap,1,pesan langsung dikirim mantap
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,pengiriman barang cepat dan rapi.   kualitas dispenser bagus dan mudah digunakan,1,pengiriman barang cepat dan rapi kualitas dispenser bagus dan mudah digunakan
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantappp. .  semoga barangnya rekomen dan awet dipakai. . ,1,mantappp semoga barangnya rekomen dan awet dipakai
3 bulan lalu,Sanken HWE-69CW Dispenser IC-Cool,bintang 5,"barang murah,  kualitas bagus,  support juga bagus.  call 1 hari besoknya sudah datang dan diperbaiki",1,barang murah kualitas bagus support juga bagus call hari besoknya sudah datang dan diperbaiki
3 bulan lalu,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,it arrived in good condition works fine so far,1,it arrived in good condition works fine so far
3 bulan lalu,Sanken Rice Cooker 1 Liter SJ-120H,bintang 5,"barang ori. 
pakingan rapih. ",1,barang ori pakingan rapih
3 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"respon chat cepat,  adminnya mantap",1,respon chat cepat adminnya mantap
3 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,"barang mendarat dengan aman di surabaya pakai cargo jne.  tidak ada cacat sama sekali.  produk cocok karena saya butuh ukuran yg lebih kecil,  keliatan cukup elegant di taru. . .  ",1,barang mendarat dengan aman di surabaya pakai cargo jne tidak ada cacat sama sekali produk cocok karena saya butuh ukuran yg lebih kecil keliatan cukup elegant di taru
