Tanggal,Produk,Ulasan,Cleaning,Tokenizing,Normalisasi
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"barang oroginal,  berfungsi baik,  sudah di pakai cuci mantap. . .  pengiriman cepat. . .  👍👍👍",barang oroginal berfungsi baik sudah di pakai cuci mantap pengiriman cepat ,"['barang', 'oroginal', 'berfungsi', 'baik', 'sudah', 'di', 'pakai', 'cuci', 'mantap', 'pengiriman', 'cepat', '']","['barang', 'oroginal', 'berfungsi', 'baik', 'sudah', 'di', 'pakai', 'cuci', 'mantap', 'pengiriman', 'cepat', '']"
1 bulan lalu,Sanken SJ-2500BK Magic Com 1.8L Hitam,barang orinal jadi dapat garansi. . .  mantap,barang orinal jadi dapat garansi mantap,"['barang', 'orinal', 'jadi', 'dapat', 'garansi', 'mantap']","['barang', 'orinal', 'jadi', 'dapat', 'garansi', 'mantap']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,"respond cepat,  qualitas sesuai harga",respond cepat qualitas sesuai harga,"['respond', 'cepat', 'qualitas', 'sesuai', 'harga']","['respond', 'cepat', 'qualitas', 'sesuai', 'harga']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,"despenser sesuai pesanan,  bahan berkualitas,  dinginnya joss dan panasnya pas buat bikin kopi dan seduh pop mie",despenser sesuai pesanan bahan berkualitas dinginnya joss dan panasnya pas buat bikin kopi dan seduh pop mie,"['despenser', 'sesuai', 'pesanan', 'bahan', 'berkualitas', 'dinginnya', 'joss', 'dan', 'panasnya', 'pas', 'buat', 'bikin', 'kopi', 'dan', 'seduh', 'pop', 'mie']","['despenser', 'sesuai', 'pesanan', 'bahan', 'berkualitas', 'dinginnya', 'joss', 'dan', 'panasnya', 'pas', 'buat', 'bikin', 'kopi', 'dan', 'seduh', 'pop', 'mie']"
1 bulan lalu,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,"barang bagus,  pengiriman cepat,  sesuai deskripsi.  belum di coba sih",barang bagus pengiriman cepat sesuai deskripsi belum di coba sih,"['barang', 'bagus', 'pengiriman', 'cepat', 'sesuai', 'deskripsi', 'belum', 'di', 'coba', 'sih']","['barang', 'bagus', 'pengiriman', 'cepat', 'sesuai', 'deskripsi', 'belum', 'di', 'coba', 'sih']"
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,pesan pakai instant di kirim pakai mobil.  fast respon,pesan pakai instant di kirim pakai mobil fast respon,"['pesan', 'pakai', 'instant', 'di', 'kirim', 'pakai', 'mobil', 'fast', 'respon']","['pesan', 'pakai', 'instant', 'di', 'kirim', 'pakai', 'mobil', 'fast', 'respon']"
1 bulan lalu,Sanken SK-V231A-CB Kulkas 2 Pintu,"barang original,  pengiriman cepat,  garansi,   tidak lecet dan kualitas bagus!",barang original pengiriman cepat garansi tidak lecet dan kualitas bagus,"['barang', 'original', 'pengiriman', 'cepat', 'garansi', 'tidak', 'lecet', 'dan', 'kualitas', 'bagus']","['barang', 'original', 'pengiriman', 'cepat', 'garansi', 'tidak', 'lecet', 'dan', 'kualitas', 'bagus']"
1 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,mesin cuci berfungsi dengan baik. .  berkualitas. ,mesin cuci berfungsi dengan baik berkualitas ,"['mesin', 'cuci', 'berfungsi', 'dengan', 'baik', 'berkualitas', '']","['mesin', 'cuci', 'berfungsi', 'dengan', 'baik', 'berkualitas', '']"
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,"sudah sampai,  makasih banyak,  semoga awet dah",sudah sampai makasih banyak semoga awet dah,"['sudah', 'sampai', 'makasih', 'banyak', 'semoga', 'awet', 'dah']","['sudeh', 'sampai', 'terima kasih', 'banyak', 'semoga', 'awet', 'deh']"
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"pengiriman cepat,  ready stock,  kondisi barang baik",pengiriman cepat ready stock kondisi barang baik,"['pengiriman', 'cepat', 'ready', 'stock', 'kondisi', 'barang', 'baik']","['pengiriman', 'cepat', 'ready', 'stock', 'kondisi', 'barang', 'baik']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,penjual sangat komunikatif dan solutif pada saat saya buru2 untuk pengiriman barang.  fast response. ,penjual sangat komunikatif dan solutif pada saat saya buru untuk pengiriman barang fast response ,"['penjual', 'sangat', 'komunikatif', 'dan', 'solutif', 'pada', 'saat', 'saya', 'buru', 'untuk', 'pengiriman', 'barang', 'fast', 'response', '']","['penjual', 'sangat', 'komunikatif', 'dan', 'solutif', 'pada', 'saat', 'saya', 'buru', 'untuk', 'pengiriman', 'barang', 'fast', 'response', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,tatakan gelas terlepas. . .  mungkin next bisa di beri isolasi atau pengaman lain nya. . .  dan diberitahukan kepada kurir kalau posisi barang tidak bisa di bolak balik.  ini sa. . .  ,tatakan gelas terlepas mungkin next bisa di beri isolasi atau pengaman lain nya dan diberitahukan kepada kurir kalau posisi barang tidak bisa di bolak balik ini sa ,"['tatakan', 'gelas', 'terlepas', 'mungkin', 'next', 'bisa', 'di', 'beri', 'isolasi', 'atau', 'pengaman', 'lain', 'nya', 'dan', 'diberitahukan', 'kepada', 'kurir', 'kalau', 'posisi', 'barang', 'tidak', 'bisa', 'di', 'bolak', 'balik', 'ini', 'sa', '']","['tatakan', 'gelas', 'terlepas', 'mungkin', 'next', 'bisa', 'di', 'beri', 'isolasi', 'atau', 'pengaman', 'lain', 'nya', 'dan', 'diberitahukan', 'kepada', 'kurir', 'kalau', 'posisi', 'barang', 'tidak', 'bisa', 'di', 'bolak', 'balik', 'ini', 'sa', '']"
1 bulan lalu,Dispenser Sanken Galon Bawah HWD-C106 Dispenser Bottom Loading,bismillah semoga awet. .  🤲🤗,bismillah semoga awet ,"['bismillah', 'semoga', 'awet', '']","['bismillah', 'semoga', 'awet', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,paketnya sudah sampe dan saya terima tapi pengirimannya bukan melalui kargo tapi lewat kurir motor mohon ke depannya diperhatikan lagi pengirimannya min untung kompresorn. . .  ,paketnya sudah sampe dan saya terima tapi pengirimannya bukan melalui kargo tapi lewat kurir motor mohon ke depannya diperhatikan lagi pengirimannya min untung kompresorn ,"['paketnya', 'sudah', 'sampe', 'dan', 'saya', 'terima', 'tapi', 'pengirimannya', 'bukan', 'melalui', 'kargo', 'tapi', 'lewat', 'kurir', 'motor', 'mohon', 'ke', 'depannya', 'diperhatikan', 'lagi', 'pengirimannya', 'min', 'untung', 'kompresorn', '']","['paketnya', 'sudah', 'sampai', 'dan', 'saya', 'terima', 'tapi', 'pengirimannya', 'bukan', 'melalui', 'kargo', 'tapi', 'lewat', 'kurir', 'motor', 'mohon', 'ke', 'depannya', 'diperhatikan', 'lagi', 'pengirimannya', 'min', 'untung', 'kompresorn', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,"so far aman,  secara fisik baik,  fungsi normal,  semoga awet dan mudah klaimnya jika ada masalah",so far aman secara fisik baik fungsi normal semoga awet dan mudah klaimnya jika ada masalah,"['so', 'far', 'aman', 'secara', 'fisik', 'baik', 'fungsi', 'normal', 'semoga', 'awet', 'dan', 'mudah', 'klaimnya', 'jika', 'ada', 'masalah']","['sok', 'far', 'aman', 'secara', 'fisik', 'baik', 'fungsi', 'normal', 'semoga', 'awet', 'dan', 'mudah', 'klaimnya', 'jika', 'ada', 'masalah']"
1 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,ok mantab,ok mantab,"['ok', 'mantab']","['ok', 'mantab']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,kualitas barang baik,kualitas barang baik,"['kualitas', 'barang', 'baik']","['kualitas', 'barang', 'baik']"
1 bulan lalu,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,"brg ori,  garansi.  brg 👍👍,  toko jg 👍👍",brg ori garansi brg toko jg ,"['brg', 'ori', 'garansi', 'brg', 'toko', 'jg', '']","['bareng', 'orisinal', 'garansi', 'bareng', 'toko', 'juga', '']"
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,"barang sudah sampai sesuai estimasi. 
pengiriman sesuai estimasi waktu",barang sudah sampai sesuai estimasi pengiriman sesuai estimasi waktu,"['barang', 'sudah', 'sampai', 'sesuai', 'estimasi', 'pengiriman', 'sesuai', 'estimasi', 'waktu']","['barang', 'sudah', 'sampai', 'sesuai', 'estimasi', 'pengiriman', 'sesuai', 'estimasi', 'waktu']"
1 bulan lalu,Sanken DD-68 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,"barang bagus,  pengiriman cepat. ",barang bagus pengiriman cepat ,"['barang', 'bagus', 'pengiriman', 'cepat', '']","['barang', 'bagus', 'pengiriman', 'cepat', '']"
1 bulan lalu,Sanken SJ-3030BK Magic Com 2L - Black,ibu gw suka👍,ibu gw suka ,"['ibu', 'gw', 'suka', '']","['ibu', 'gue', 'suka', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,barang bagus tapi garansi tidak ada cap tokonya,barang bagus tapi garansi tidak ada cap tokonya,"['barang', 'bagus', 'tapi', 'garansi', 'tidak', 'ada', 'cap', 'tokonya']","['barang', 'bagus', 'tapi', 'garansi', 'tidak', 'ada', 'cap', 'tokonya']"
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"produk orisinil,  bergaransi. . . bagus dan puas",produk orisinil bergaransi bagus dan puas,"['produk', 'orisinil', 'bergaransi', 'bagus', 'dan', 'puas']","['produk', 'orisinil', 'bergaransi', 'bagus', 'dan', 'puas']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,semua berfungsi dengan bai dan sesuai semua,semua berfungsi dengan bai dan sesuai semua,"['semua', 'berfungsi', 'dengan', 'bai', 'dan', 'sesuai', 'semua']","['semua', 'berfungsi', 'dengan', 'bai', 'dan', 'sesuai', 'semua']"
1 bulan lalu,Sanken HWE-67C Dispenser IC-Cool,"recommended seller pokoknya,  sesuai pesanan dan deskripsi,  packing aman full bubelwrap,  barang berfungsi baik hoot norma cool,  original produk sanken,  terima kasih tokope. . .  ",recommended seller pokoknya sesuai pesanan dan deskripsi packing aman full bubelwrap barang berfungsi baik hoot norma cool original produk sanken terima kasih tokope ,"['recommended', 'seller', 'pokoknya', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'packing', 'aman', 'full', 'bubelwrap', 'barang', 'berfungsi', 'baik', 'hoot', 'norma', 'cool', 'original', 'produk', 'sanken', 'terima', 'kasih', 'tokope', '']","['recommended', 'seller', 'pokoknya', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'packing', 'aman', 'full', 'bubelwrap', 'barang', 'berfungsi', 'baik', 'hoot', 'norma', 'cool', 'original', 'produk', 'sanken', 'terima', 'kasih', 'tokope', '']"
1 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,saler sat set 3 jam sampai di depok,saler sat set jam sampai di depok,"['saler', 'sat', 'set', 'jam', 'sampai', 'di', 'depok']","['saler', 'sat', 'set', 'jam', 'sampai', 'di', 'depok']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,sesuai pesanan,sesuai pesanan,"['sesuai', 'pesanan']","['sesuai', 'pesanan']"
1 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,"barang original,  and good 👍",barang original and good ,"['barang', 'original', 'and', 'good', '']","['barang', 'original', 'and', 'good', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,berfungsi dgn baik.  kondisinya mulus. ,berfungsi dgn baik kondisinya mulus ,"['berfungsi', 'dgn', 'baik', 'kondisinya', 'mulus', '']","['berfungsi', 'dengan', 'baik', 'kondisinya', 'mulus', '']"
1 bulan lalu,Sanken FS-800BK Kipas Angin,berfungsi dgn baik,berfungsi dgn baik,"['berfungsi', 'dgn', 'baik']","['berfungsi', 'dengan', 'baik']"
1 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bagus lah!,bagus lah,"['bagus', 'lah']","['bagus', 'lah']"
1 bulan lalu,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,"barang sudah diterima sesuai pesanan,  namun blm di coba",barang sudah diterima sesuai pesanan namun blm di coba,"['barang', 'sudah', 'diterima', 'sesuai', 'pesanan', 'namun', 'blm', 'di', 'coba']","['barang', 'sudah', 'diterima', 'sesuai', 'pesanan', 'namun', 'belum', 'di', 'coba']"
1 bulan lalu,Sanken HWE-67C Dispenser IC-Cool,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,terima kasih sudah tepat waktu mengirimkan walaupun hanya unit,"['terima', 'kasih', 'sudah', 'tepat', 'waktu', 'mengirimkan', 'walaupun', 'hanya', 'unit']","['terima', 'kasih', 'sudah', 'tepat', 'waktu', 'mengirimkan', 'walaupun', 'hanya', 'unit']"
1 bulan lalu,Sanken HWE-69CW Dispenser IC-Cool,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,terima kasih sudah tepat waktu mengirimkan walaupun hanya unit,"['terima', 'kasih', 'sudah', 'tepat', 'waktu', 'mengirimkan', 'walaupun', 'hanya', 'unit']","['terima', 'kasih', 'sudah', 'tepat', 'waktu', 'mengirimkan', 'walaupun', 'hanya', 'unit']"
1 bulan lalu,Sanken HWE-69BL Dispenser IC-Cool,saya kecewa dengan sistematika pengirimannya.  barang dikirim terpisah dengan 3 unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa. . .  ,saya kecewa dengan sistematika pengirimannya barang dikirim terpisah dengan unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa ,"['saya', 'kecewa', 'dengan', 'sistematika', 'pengirimannya', 'barang', 'dikirim', 'terpisah', 'dengan', 'unit', 'lainnya', 'dan', 'pembeli', 'harus', 'menanggung', 'ongkir', 'sendiri', 'dengan', 'memesan', 'gosend', 'sendiri', 'supa', '']","['saya', 'kecewa', 'dengan', 'sistematika', 'pengirimannya', 'barang', 'dikirim', 'terpisah', 'dengan', 'unit', 'lainnya', 'dan', 'pembeli', 'harus', 'menanggung', 'ongkir', 'sendiri', 'dengan', 'memesan', 'gosend', 'sendiri', 'supa', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,"we had terrible experience with the chosen courier (gocar).  mr yusuf deliberately asked for toll money. 

please review his performance : ****************",we had terrible experience with the chosen courier gocar mr yusuf deliberately asked for toll money please review his performance ,"['we', 'had', 'terrible', 'experience', 'with', 'the', 'chosen', 'courier', 'gocar', 'mr', 'yusuf', 'deliberately', 'asked', 'for', 'toll', 'money', 'please', 'review', 'his', 'performance', '']","['we', 'had', 'terrible', 'experience', 'with', 'the', 'chosen', 'courier', 'gocar', 'mr', 'yusuf', 'deliberately', 'asked', 'for', 'toll', 'money', 'please', 'review', 'his', 'performance', '']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,semoga awet,semoga awet,"['semoga', 'awet']","['semoga', 'awet']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,barang rusak penyok,barang rusak penyok,"['barang', 'rusak', 'penyok']","['barang', 'rusak', 'penyok']"
1 bulan lalu,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,"fast respon,  barang sesuai iklan. 
pintu dispenser bagian bawah tidak bs dibuka karena nyangkut,  namun bs diakali. 
overall ok semua. ",fast respon barang sesuai iklan pintu dispenser bagian bawah tidak bs dibuka karena nyangkut namun bs diakali overall ok semua ,"['fast', 'respon', 'barang', 'sesuai', 'iklan', 'pintu', 'dispenser', 'bagian', 'bawah', 'tidak', 'bs', 'dibuka', 'karena', 'nyangkut', 'namun', 'bs', 'diakali', 'overall', 'ok', 'semua', '']","['fast', 'respon', 'barang', 'sesuai', 'iklan', 'pintu', 'dispenser', 'bagian', 'bawah', 'tidak', 'bisa', 'dibuka', 'karena', 'nyangkut', 'namun', 'bisa', 'diakali', 'overall', 'ok', 'semua', '']"
1 bulan lalu,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,"barang sudah sampai dengan aman. . .  sudah dicoba dan berfungsi dengan baik,  semoga awet",barang sudah sampai dengan aman sudah dicoba dan berfungsi dengan baik semoga awet,"['barang', 'sudah', 'sampai', 'dengan', 'aman', 'sudah', 'dicoba', 'dan', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet']","['barang', 'sudah', 'sampai', 'dengan', 'aman', 'sudah', 'dicoba', 'dan', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet']"
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,ok,ok,['ok'],['ok']
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,"ini mantap dari sanken official langsung,  selang sehari pesan barang langsung sampe rumah,  semua berfungsi normal,  baik,  dan tanpa kurang suatu apapun.  thanks! 👍",ini mantap dari sanken official langsung selang sehari pesan barang langsung sampe rumah semua berfungsi normal baik dan tanpa kurang suatu apapun thanks ,"['ini', 'mantap', 'dari', 'sanken', 'official', 'langsung', 'selang', 'sehari', 'pesan', 'barang', 'langsung', 'sampe', 'rumah', 'semua', 'berfungsi', 'normal', 'baik', 'dan', 'tanpa', 'kurang', 'suatu', 'apapun', 'thanks', '']","['ini', 'mantap', 'dari', 'sanken', 'official', 'langsung', 'selang', 'sehari', 'pesan', 'barang', 'langsung', 'sampai', 'rumah', 'semua', 'berfungsi', 'normal', 'baik', 'dan', 'tanpa', 'kurang', 'suatu', 'apapun', 'thanks', '']"
2 bulan lalu,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,baguss,baguss,['baguss'],['bagus']
2 bulan lalu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,"barangnya original dan garansi. 
pengirimnya baik mau install dan antar ke tempatnya.  maturnuwun ya",barangnya original dan garansi pengirimnya baik mau install dan antar ke tempatnya maturnuwun ya,"['barangnya', 'original', 'dan', 'garansi', 'pengirimnya', 'baik', 'mau', 'install', 'dan', 'antar', 'ke', 'tempatnya', 'maturnuwun', 'ya']","['barangnya', 'original', 'dan', 'garansi', 'pengirimnya', 'baik', 'mau', 'install', 'dan', 'antar', 'ke', 'tempatnya', 'maturnuwun', 'ya']"
2 bulan lalu,Sanken HWE-69BL Dispenser IC-Cool,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,"['air', 'rembes', 'dari', 'bawah', 'dispenser', 'dan', 'sdh', 'tanyakan', 'ke', 'penjual', 'jawabannya', 'hubungi', 'service', 'center']","['air', 'rembes', 'dari', 'bawah', 'dispenser', 'dan', 'sudah', 'tanyakan', 'ke', 'penjual', 'jawabannya', 'hubungi', 'service', 'center']"
2 bulan lalu,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,"bagus,  cukup besar,  smoga awet,  tks seller",bagus cukup besar smoga awet tks seller,"['bagus', 'cukup', 'besar', 'smoga', 'awet', 'tks', 'seller']","['bagus', 'cukup', 'besar', 'semoga', 'awet', 'tks', 'seller']"
2 bulan lalu,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,"sedotan nya kurang kuat,  tp overall oke lah",sedotan nya kurang kuat tp overall oke lah,"['sedotan', 'nya', 'kurang', 'kuat', 'tp', 'overall', 'oke', 'lah']","['sedotan', 'nya', 'kurang', 'kuat', 'tapi', 'overall', 'oke', 'lah']"
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,manteb sih,manteb sih,"['manteb', 'sih']","['mantap', 'sih']"
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,"kiriman sudah sampai,  terima kasih",kiriman sudah sampai terima kasih,"['kiriman', 'sudah', 'sampai', 'terima', 'kasih']","['kiriman', 'sudah', 'sampai', 'terima', 'kasih']"
2 bulan lalu,Sanken Kulkas 2 Pintu SK-V235A-BB Refrigerator 230 L,barangnya original 👍 hemat listrik ⚡ penjualnya ramah banget packaging aman 🙏 respon penjualnya top,barangnya original hemat listrik penjualnya ramah banget packaging aman respon penjualnya top,"['barangnya', 'original', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'respon', 'penjualnya', 'top']","['barangnya', 'original', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'packaging', 'aman', 'respon', 'penjualnya', 'top']"
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,mantab,mantab,['mantab'],['mantab']
2 bulan lalu,Sanken SJ-2100 Magic Com 1.8 L Black,"rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr 5 tahun.  
sekarang beli lagi dengan model yg sama karena kualitasnya. ",rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr tahun sekarang beli lagi dengan model yg sama karena kualitasnya ,"['rice', 'cooker', 'sanken', 'yg', 'sudah', 'pernah', 'saya', 'pakai', 'sebelumnya', 'kuat', 'sampai', 'lebih', 'dr', 'tahun', 'sekarang', 'beli', 'lagi', 'dengan', 'model', 'yg', 'sama', 'karena', 'kualitasnya', '']","['rice', 'cooker', 'sanken', 'yang', 'sudah', 'pernah', 'saya', 'pakai', 'sebelumnya', 'kuat', 'sampai', 'lebih', 'dari', 'tahun', 'sekarang', 'beli', 'lagi', 'dengan', 'model', 'yang', 'sama', 'karena', 'kualitasnya', '']"
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,dispenser nya berfungsi dengan baik,dispenser nya berfungsi dengan baik,"['dispenser', 'nya', 'berfungsi', 'dengan', 'baik']","['dispenser', 'nya', 'berfungsi', 'dengan', 'baik']"
2 bulan lalu,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,mantap. ,mantap ,"['mantap', '']","['mantap', '']"
2 bulan lalu,Sanken HWD-C200SS Water Dispenser Elektrik,"saya baru beli 6 hari dr hari sabtu,  pas dicoba bagus,  hari keenam mati total,  chat penjual,  lama bales padahal lg online,  tp ga dibaca atau dibalas,  saya minta jawaban, . . .  ",saya baru beli hari dr hari sabtu pas dicoba bagus hari keenam mati total chat penjual lama bales padahal lg online tp ga dibaca atau dibalas saya minta jawaban ,"['saya', 'baru', 'beli', 'hari', 'dr', 'hari', 'sabtu', 'pas', 'dicoba', 'bagus', 'hari', 'keenam', 'mati', 'total', 'chat', 'penjual', 'lama', 'bales', 'padahal', 'lg', 'online', 'tp', 'ga', 'dibaca', 'atau', 'dibalas', 'saya', 'minta', 'jawaban', '']","['saya', 'baru', 'beli', 'hari', 'dari', 'hari', 'sabtu', 'pas', 'dicoba', 'bagus', 'hari', 'keenam', 'mati', 'total', 'chat', 'penjual', 'lama', 'balas', 'padahal', 'lagi', 'online', 'tapi', 'enggak', 'dibaca', 'atau', 'dibalas', 'saya', 'meminta', 'jawaban', '']"
